	review_contents	review_numbers	review_scores	review_weekdays	company_name	sentiment_compound
23	            Totally useless.Can't cancel booking as they don't have a cancel button and their customer service couldn't care lessAvoid at all costs        	                2	1	Tuesday	hostelworld	neutral
24	            Terrible experience.I booked a 4-bed room with showers &amp; toilets.I arrived at the Hostel (in Gdansk, Poland) and was told there was no reservation.Alternative offered was 35 minutes drive away from the center and eventually after lying to us and telling us there were no rooms available, we were given a 1-bed ultra-tiny room with a windows that opens as crack (it was boiling hot weather), no showers no toilets. I contacted Hostelworld immidiately &amp; they offered no assistance or copmensation what so ever. Our vacation turned into a nightmare because of Hostelworld.Horrifying experience.Avoid Hostelworld at all cost.        	                2	1	Friday	hostelworld	negative
25	            2am  8/8 employee working abusive and offensive        	                1	1	Wednesday	hostelworld	negative
26	            Followed cancellation policy. The policy in my email states 24 hour of check in . I cancelled 26 hours of check in but Hostel world won't credit me or refund me. I've gone back and forth with costomer service. Lesson learned, not to use hostel world again.        	                1	1	Friday	hostelworld	negative
27	            [They never refund]Long story short: They won't refund you, even if the cancellation was not initiated by you.I had a case where a hostel canceled my reservation because they couldn't contact me to get my credit card details AGAIN and then I contacted the support to at least get my 10% back, and a person called Sophia was extremely rude and refused to do it.Lucky that the hostel ended up doing the right thing and reinstated my reservation (after quite a lot of back and forth). Anyway, I'm leaving my review here, so prospective customers can get to know how bad HostelWorld's customer service is if you ever need them.        	                1	1	Wednesday	hostelworld	negative
28	"            Hostelworld is a joke.Not only do they make a percentage of your hotel/hostel of choice but they force you to pay a so called ""Deposit"" when booking through their site. I later realised that after staying in my accommodation, the deposit would not be refundable. This is because rather than it being a deposit it is in reality a payment fee for booking through their site. This is a huge amount of money to pay a site and I've never experienced anything like this through other sites. For example: Through this site I paid 66 euro a night for a hotel that would have costed me 55 euro a night (as stated by owner) thereby already making their commission 11 euro a night. Not only did I have to pay commission but had to pay USD 104.99 as a ""deposit"". As I am from Australia this converted to $142 which is basically the price of another night in another hotel. This is a steep amount of money to pay for booking through this site. Absolutely ridiculous. DO NOT BOOK THROUGH THIS SITE. p.s. this is my chat to Melanie who I spoke to about my so called ""deposit"". They are an actual scam suggesting that I have confused the word Deposit. CHAT: Hi was wondering if customers got their deposit back after staying in the booked accommodation without cancelling or anything Chat startedMelanie joined the chatMelanie Hi :) No ,they do not YouWhy is that? Considering it is called a deposit? MelanieBecause it is the deposit paid to hostelworld It is not just a security deposit YouSo what kind of deposit is it MelanieA percentage of the totla amount *total YouSo commission basically? MelanieYes YouSlightly misleading considering you've called it a deposit How much is the percentage exactly? MelanieThis depends on the hostel YouThe more expensive the higher the commission? MelanieOnce you select a room you can see how much you are supposed to pay as a deposit. No, the hostels decide themselves how high the percentage is YouI understand I have to pay just don't understand why it has to be called a deposit if I won't be getting the money back If I had known I wouldn't have booked from hostelworld and would have directly contacted the place Probably should change the word from deposit to Payment to Hostelworld for booking MelanieSorry that you are confused by the wording        "	                1	1	Saturday	hostelworld	negative
29	            I booked a bed from hostel in Guimares, but that hostel was overbooked, then I didn't stay in the bed they provided me in another hostel( which is in the center of the party, never gets any sleep). Hostelworld told me they can't refund me cause the hostel had provided a solution. Basically, from their condition, once you paid, even they give you a toilet you have to stay. Hostworld will never help, jut take the commission. So, book from booking.com. That would be my suggestion.        	                1	1	Tuesday	hostelworld	positive
30	            I contacted both the host and HostelWorld to change my booking to remove the third day. I was within the 48 hour cancellation period with my request, but did not hear from Hostel World until much later in the day. Ines from HostelWorld was very Hostile in her emails. I did not receive help from Customer Service. I am very disappointed and will not book through HostileWorld again.        	                1	1	Sunday	hostelworld	negative
31	            Really bad customer service - they lie - AVOIDIts been a week since I complained. I sent them images of the hotel (dirty, damp, horrible room) and they replied back saying this is not too dirty. But they did refund my deposit in credits (which I told them that I do not want). If the room was fine then why do this and not issue a full refund. I left a review here they responded (someone called Lucy),  if the person who was helping me has not resolved the problem to contact her. I did that and she never replied. No one replies to emails. If you want to call them you have to call a number in Ireland. I did it many times and guess what. Twice they asked me to hold on for around 20 mins (they waited for me to hang up) and twice they hung up in middle of conversation.Avoid them, I think that positive feedbacks here are fake.        	                6	1	Monday	hostelworld	positive
32	"            A scam website that robs people of their money. Totally misleading and cunning website, I don't know how they're still in business but I'm sure people will slowly catch on to how sneaky they are. They charged 20% extra on my booking fee at the last second without being clear and explicit about this charge. A dishonest conniving group of people with no moral fiber are behind this website and I urge everyone to stay away. They are scam artistsYour Sneaky ""Payable Now"" fee is understood by anyone as a payment for the hostel and not to YOU. You very cunningly charge users an additional fee that goes straight to your pocket. Its absolutely unethical, your business model is based on fraud, well done!        "	                1	1	Monday	hostelworld	negative
33	            I emailed HostelWolrd a billing question and never heard back from customer service, despite two emails. Due to their unresponsive, I had to pay for a double room when I stayed in a single room.        	                2	1	Sunday	hostelworld	neutral
34	            Time and time again i've been stung by the massive amount of fake reviews on this site, and they just don't seem to care.        	                5	1	Sunday	hostelworld	negative
35	            I booked an hostel with Hostelworld a few months ago. I was charged the booking fees twice on my credit card account. I got a refund from Hostelworld but it took a couple emails and a chat. I waited for a month for an answer but I finally got my money back.        	                1	3	Sunday	hostelworld	neutral
36	            I have started referring to them as hostile world. This company is not legitimate. My original booking was apparently under the flexible booking which meant I could not be refunded to my bank account on cancellation only to my hostel world account. Now the further booking in order to use my 'credit' was set to free cancellation so in their terms and conditions that cannot be paid with via credit in my hostel world account. their booking status on their website is set and not changeable as their customer service representative claims. This in effect is a con and no company with a decent reputation would be doing this. I do not believe this is an accident. They are claiming that thier website has a choice of booking status when reserving a hostel. This in fact is not true the booking status is set in order to obtain money from your customers to be held by your company and then it is made extremely difficult or impossible to access this without making further booking whereby you take further booking fees. This is a trading standards issue. I have copied my complaint email to my local trading standards and also the UK ECC Services.        	                1	1	Saturday	hostelworld	negative
37	"            Money-grabbing charlatans.  I cancelled my booking within minutes of making it because the US tax was added on to the room price very sneakily at the last minute after I had pressed 'confirm' and had committed to the booking.  I chose a flexible booking option which, like any other website, should mean fully refundable.  They have now told me that the £52 is not refundable but is kept ""on account"" for future bookings, but if not used within 6 months will expire!  They have intentionally misleading T&amp;Cs.  Don't touch them with a barge pole folks!        "	                1	1	Wednesday	hostelworld	neutral
38	"            It is by far the worst booking platform which neither provides good service to the listed properties, nor to the travelers who count on their reliability. Their commission policy, which charges over 20% of the total amount for the booking is consciously hidden from the end customer. Moreover there is an additional service charge - 2 euros. NO ONE who books through HW knows that the so-called ""deposit"" goes to Hostelworld pocket, not to the property.  This is totally misleading the customer's awareness where their money go to. From our experience as hostel owners, we were totally surprised when one of the HW managers  cancelled more than 11 reservations without our knowledge, based on her personal attitude towards us. Another big disappointment is their software which is completely outdated, there is no app for the properties, the password reset procedure takes over 48 hours, which might ruin anyone's business. Moreover, by default one property account adjust its availability not only at Hostelworld, but also at Hostelbookers, Hostels.com, etc. which might lead to a serious problem when a password reset is required. HW Team Leader was totally disrespectful when we addressed to her our complain for an improper customer behaviour, she neglected our case and her arrogance forced us to cancel our partnerhip with Hostelworld.        "	                1	1	Tuesday	hostelworld	negative
39	            One of the worst experiences I have ever had. We had booked a room at East Seven Berlin Hostel in Berlin having paid the initial deposit. We intended to pay the rest of the money on arrival, as it stated we could on Hostelworld’s website. When we got to the hostel, we found they had cancelled our booking due to insufficient funds in the account that was used to make the booking, (due to us putting our money into a travel account). Having apparently sent an email to us - which we never received - requesting the money. There was no call to request these funds. We were left stranded in the middle of Berlin with no place to stay at 8pm at night. This left us in a very dangerous situation. We also had to pay an extra €11.30 for a taxi to a new hostel.Having contacted Hostelworld I spoke to a member of the customer service team called Simon. He refused to take on any responsibility and told me that if you look in the small print, hostels can take the money out of your account before you get there. I believe this is completely out of order by Hostelworld to put such a crucial bit of detail in the small print. He then refused to refund the £38.01 deposit that we had paid to Hostelworld, even though the hostel had filled our empty room. We were told by the hostel that this deposit does not have anything to do with them, only the company Hostelword.After this experience I will never be using Hostelworld again, and I would advise anyone looking into using their service to think twice.        	                1	1	Sunday	hostelworld	negative
40	            I had terrible experience with Hostelworld. I have made a reservation for 4 people a week ago and then when i reach the place there was no place available .I've tried to contact their customer service many times without success.Be warned they will steal your money!        	                1	1	Thursday	hostelworld	negative
41	            I have cancelled a booking month in advance but have still be charged for the nights stay for me and 4 of my friends. I've contacted them about the error and want an immediate refund. I'm still waiting...        	                2	1	Wednesday	hostelworld	neutral
42	"            Do not using this cheaters Hostelworld, hostelbookers and hostelsdotcom owned by the same company.. They have charged 20% of each reservation and masked this service charge like a ,,deposit"". Maybe because on the first page you can see ,,No Fees"",Very old software and there many bugs, but terrible customer service. I do not use it again. There are many inovative websites, like locktrip  or hotelbonanza with 0% commission and 15-20% less from this fake company!        "	                1	1	Wednesday	hostelworld	negative
43	            Hostel world customer service is comical.They are unable to even manage a simple issue such as being unable to leave feedback.Please do not trust the hostel feedback scores as they are aware of a bug so that it does not show negative feedback if you bring up any issues with the hostel owner directly. The owner can then stop you from leaving bad feedback.Use other sites with a more robust review system for exactly the same places.        	                1	1	Monday	hostelworld	neutral
44	            I HAVE THE WORST CUSTOMER EXPERIENCE WITH HOSTELWORLD !!! I HAVE CANCELLED 3 RESERVATIONS DUE TO CHANGE OF PLANS, THESE RESERVATIONS WERE REFUNDABLE IF CANCELLED, IT’S BEEN OVER ONE MONTH I HAVE CANCELLED, I HAVE MADE JUST ABOUT 12 OR 13 REQUESTS TO GET MY MONEY BACK, I ALWAYS GET ANSWERS SAYING IT TAKES 7 TO 10 DAYS FOR THE REFUNDS TO APPEAR ON MY CREDIT CARD.  STILL WAITING !!!!!        	                1	5	Saturday	hostelworld	negative
45	            Hostelworld do not reply to emails:I booked group accommodation in Prague via Hostelworld. We tried to arrange pre-payment, but the accommodation would only take cash payment. We asked if the accommodation would make an exception, otherwise we MIGHT have to cancel. The accommodation, in response, cancelled our booking, whilst we were exploring ways to pay in cash before our arrival. We've paid £548.28 deposit, and Hostelworld have not responded to several emails to get this money back.We had another booking group booking via Hostelworld, where the accommodation emailed one week before arrival to confirm that they'd double booked. It took months to get our deposit back. Hostelworld did not respond to any emails during this time. Fortunately, we had a future booking with this accommodation so they compensated through this booking.        	                1	1	Wednesday	hostelworld	negative
46	            If anyone wants to get a class action started against this company, please let me know. They aren't returning money even though services haven't been rendered. Please message me if you're interested. I am in the works of speaking to an attorney.        	                1	1	Tuesday	hostelworld	neutral
47	"            Dreadful!I tried to book over 10 times for different rooms and there were ""technical problems"" - No one from their Chat could be bothered to answer my questions. Thankfully, I managed to book the same room, for the same price on booking.com with no problems at all. Tip - Staff up your live chat contact details, otherwise, you will loose lots of bookings to booking.com        "	                2	1	Saturday	hostelworld	negative
48	            Be warned, do not book with this company! They claim they have 24/7 support but don't respond to your emails, they don't provide a UK phone number to contact and they blacklist your IP from using the live chat on their website - or so I think, as I have now been waiting in a queue of 4 people for over an hour and ask that you email them instead. They have no interest in giving your money back, only interest in taking it. When I cancelled my booking the website claimed I would receive my deposit back in 10 working days, they sent an email confirming this too. I am still waiting one month later and their excuse every time is to just give it a few more days. Rude customer service and left me out of pocket. I've reported them to my credit card company.        	                2	1	Monday	hostelworld	positive
49	            There is a bug in their system that changes the dates of your booking, just before you make payment (when making appointments for the same day). I notified them of this and was able to recreate the bug, and showed screenshots. They just stated that I was lying, and that their system was perfect.        	                1	1	Thursday	hostelworld	neutral
50	            Hostelworld was fast easy to join and set up an account BUT the 'Flexible Cancellation' service, managing my account, and canceling a res. within the 72 hour time frame, was not; so my credit card on file was charged. Email contact with Customer Service was not fruitful with us each reasserting our positions and their business model. The software seems intentionally clunky and I was charged for a stay I attempted in good faith to cancel. Additionally, Hostelworld had no info under Account/FAQ's/Privacy &amp; Settings, on how to cancel my account. I had to Live Chat to get their support to close it! As Hostelworldgroup manage Hostelworld, Hostelbookers and Hostels.com, I will not be using any of their 'services'.        	                1	1	Tuesday	hostelworld	neutral
51	            I am a hostel owner and have used Hostelworld for 10 years. I can honestly say that they are by far and away the worst booking partner we work with. Their customer service is rude, arrogant, and unhelpful, and thats before waiting often for days to try and speak with someone. Contrast this with booking.com who pick up the phone in under 3 rings, are always friendly and polite and are helpful. I'm seriously considering not working with hostelworld as its just not worth the effort to work with them.        	                11	1	Thursday	hostelworld	negative
52	            Easy to use unless you have to contact them and make changes.  Do not purchase the flexible booking as amendments are not possible within 7 days... not exactly flexible.  Just use them to find a hostel and then book direct by searching for the hostel on Google.  Customer service was terrible!!        	                3	1	Wednesday	hostelworld	neutral
53	            Misleading and moneygrabbing. Will never use again.        	                1	1	Tuesday	hostelworld	neutral
54	            As a guest, using the website, HostelWorld is just fine. Except that they don't accept bad reviews for hostels, if they can hurt the hostels reputation. Like reporting bed bugs in a hostel.As a hostel owner, it is even worse. My latest attempt to contact HostelWorld, ended up taking 19 days and four e-mails, before I got a repsonse. The response was rude and incorrect, so I will not expect much from HostelWorld anymore.        	                5	2	Friday	hostelworld	negative
55	            Great for solo travelers! I've booked several times and never had an issue.        	                6	5	Tuesday	hostelworld	positive
56	            I wish I had seen these negative reviews for Hostelworld before trying to book on their website. This website IS a scam sadly. My advice if you absolutely need to use this site is to be 100% sure you will not need to adjust anything about your travel plan whatsoever.        	                1	1	Friday	hostelworld	negative
57	            Avoid Hostelworld dot com. Hostels dot com and hostelbookers dot com are part of the same group        	                2	1	Friday	hostelworld	neutral
58	            It takes their customer service team over a week to get back to you, despite the fact they claim to have a ‘live chat’. Read the terms carefully before booking, there is a lot of fine print. This site is essentially a SCAM. Do NOT book through them if you have another option.        	                1	1	Tuesday	hostelworld	neutral
59	            Asked for a price match on a booking. They said they can't do it because no more beds were available at the hostel I booked at. I said obviously they aren't cuz I booked the last ones. Then said if I can send a screenshot of the price on the other website I was comparing with, they will match it (probably thinking i didnt have a screenshot but i did!). When I sent it to them, they stopped responding. Been more than a week and I haven't heard back. Before sending the screenshot they were responding within 24 hours. Will avoid them in future.        	                1	1	Saturday	hostelworld	negative
