	review_contents	review_numbers	review_scores	review_weekdays	company_name	sentiment_compound
27	            Booking the room online was easy however when I got there I was placed in a second floor room and I’m disabled and have to walk switch cane, the bed was new however the bottom sheet had cigarette burns in it and the toilet ran all night. I tried to giggle the handle but at 6am I just shut the water to the toilet off. I talked to Jamaica about my issues and she didn’t offer to do anything to make up for all the problems I had.        	                2	1	Sunday	priceline	neutral
28	            I know I’m always going to get the best price on Priceline.  I trust them.        	                1	5	Sunday	priceline	positive
29	            Nothing more can be said other than hospitality kindness consideration and comfort.        	                1	5	Sunday	priceline	positive
30	            One thing that hurts me about Priceline  is no refund policy which basically if for any reason you want to modify your hotel book,  cancel,  you are screwed.        	                1	3	Sunday	priceline	negative
31	            I am a frequent flyer and use many different sites to book tickets and priceline is by far the absolute worst. I booked a ticket and typed an (a) in place of the (e). I realized that as soon as i received my confirmation and called in to correct it. I was told there would be a 100$ charge to correct the spelling. The agent then told me well if you dont want to pay then cancel your flight. I have never been met with such horrible customer service and i will NEVER book through priceline again, and I will make sure every internet site and social media account attached to them knows not to book with them either. Completely disgusted.        	                1	1	Sunday	priceline	negative
32	"            The worst  experience with priceline! We booked family vacation , flight and hotel in Cancun Mexico with priceline. When we arrived in the  hotel The Ritz Carlton, with two little kids , we were told that there is no reservation for us, it was 4 pm , and we were enough tired   and exsausted  from the trip.That was a big  shock for us,we were so excited for the vacation and priceline ruined it! at all! Hotel stuff,were very surprised how they were not able  to find our reservation  from priceilne, we gave them printed copy with the  confirmation numbers .We start calling priceline, 3 hours spent through voicemails and transfers from one to another person , finally we reached a live person , and another shock,   after explaining to priceline representative that we are waiting in the hotel with hours, (with kids that are crying, because of the situation) ,she said ""sorry we forgot to reserve the room for you""OMG I can not believe what she said! And she can not do anything now, only  if she can  ""try"" to find another hotel for us if is possible nearby! Hotel stuff offered us to book a room  directly with them,  with double price that we already paid to priceline! We did not have an choice, cause was already late night time.We  paid  the hotel one more time with double price , because priceline forgot to  make hotel reservation fr us! So much bad experience!, never again using them!        "	                1	1	Sunday	priceline	negative
33	            Very happy with my Priceline experience. Only complaint was my own fault. Would have liked to spend more time there, but when I got my final airline schedule my time was the first flight out at 6:15 a.m., would have more appreciated a flight time after hotel checkout times. I still saved hundreds of dollars! ;).        	                1	4	Saturday	priceline	positive
34	            Priceline staff member was friendly and knowledgeable.        	                1	4	Saturday	priceline	neutral
35	            Priceline is always convenient and offers competative pricing        	                1	5	Saturday	priceline	neutral
36	            Love, love, love priceline.  Great prices        	                2	5	Saturday	priceline	positive
37	            The room was very clean and the staff was very friendly.        	                2	5	Saturday	priceline	positive
38	            We were told by the front desk that they don’t have our reservation. Luckily I have the confirmation email from Priceline with me but it still took them more than 15 minutes to straighten everything out. At the end, the hotel is nice enough to upgrade our room.        	                1	4	Saturday	priceline	positive
39	            The cheapest hotel rates are from Priceline. Very easy to book. Smooth transaction. We stayed at the Radisson Red Glasgow. Perfect stay, 5 minute walk to the SSEHYDRO.        	                1	5	Saturday	priceline	positive
40	            Everything was great just be aware of what money the hotel wants to hold if you use credit card.        	                1	5	Saturday	priceline	positive
41	            Some prices are a little to high.        	                2	4	Friday	priceline	neutral
42	            Dont judge book by its cover. Great staff and location is perfect right next to rail system with alot of parking.        	                1	5	Friday	priceline	positive
43	            Priceline is mine        	                1	5	Friday	priceline	neutral
44	            Priceline has the best prices available plus you get coupons for the tax they're great. The only ones that I will use.        	                4	5	Friday	priceline	positive
45	            Awesome website. Help us find the best deals        	                1	5	Friday	priceline	positive
46	            Very very nice stay overall.....menu kinda pricey and no FREE Breakfast!!        	                1	4	Friday	priceline	positive
47	            Stayed only 1 night. Hotel met my expectations.        	                1	4	Friday	priceline	neutral
48	            Was trying to book an express deal, and it appeared to be not available anymore. Even though my credit card was authorized for the full amount! And I have to wait for 3-7 days until the money is back.Next day, the deal appeared again, I thought this time it’s real! But guess what? Deal not available, and my credit card authorized again!!Customer service offered no help at all. I don’t think I will risk using Priceline again .        	                1	1	Thursday	priceline	positive
49	            Very nice experience        	                1	4	Thursday	priceline	neutral
50	            I never had issues after all these years with Priceline.  They are my Amazon of travel.  I am sure that I may be able to use other sites/applications, but again, I stay with what I know and Priceline has always done me well and their customer service is great when needing help.  again, they are my amazon of all things travel.        	                2	5	Thursday	priceline	positive
51	            Priceline deals are always what I expect.  The hotels match the star ratings and never disappoint.        	                1	5	Thursday	priceline	neutral
52	            I do love you. I always check around. I usually book thru you. I work in the resort Business &amp; I do the routing for your billing.        	                1	5	Thursday	priceline	positive
53	            Was able to book room while on road in Oregon and got best price.        	                1	5	Wednesday	priceline	positive
54	            Amazing price, great flight amazing hotel and a car! We’ll definitely do this again!!!        	                1	5	Wednesday	priceline	positive
55	            Thanks for the great deals... highly recommended.        	                1	5	Wednesday	priceline	positive
56	            I took the one star off cuz the hotel I stayed at was way below the standard for price line to carry it.        	                1	4	Wednesday	priceline	neutral
57	            Always satisfied customer!        	                3	5	Wednesday	priceline	neutral
58	            I’ve tried all the booking websites and Priceline consistently has the best prices and the website is easy to navigate. I use the package deals often and save hundreds of dollars on flights, rental cars, and hotels.        	                1	5	Wednesday	priceline	positive
59	            You can save hundreds of dollars booking Express Deals for hotels.        	                1	5	Wednesday	priceline	neutral
60	            It is my trust traveling agency        	                3	5	Wednesday	priceline	positive
61	            Bunch of crap! Hoax. Choose something different - for your own sake!!!!        	                1	1	Wednesday	priceline	negative
62	            Priceline is my go to website for all my travel needs, Priceline never lets me down.        	                1	5	Wednesday	priceline	neutral
63	            Booked a room on their site, arrived to the hotel and was told it was sold out. It was really difficult to get in touch with support and ended up getting a refund which was less than what I paid.        	                10	1	Wednesday	priceline	neutral
64	            For the most part we have enjoyed our hotel rooms. There have been only a couple of times of disappointment.        	                1	5	Wednesday	priceline	neutral
65	            Priceline secured me great deals on top of the line hotels and rewards me with deep discounts for repeat business        	                1	5	Wednesday	priceline	positive
66	            The best price ever and easy to do business with        	                1	5	Wednesday	priceline	positive
67	            I love priceline        	                1	5	Wednesday	priceline	positive
68	            Excellent experience using Best Deals feature on Priceline.....would definitely use them again!        	                1	5	Wednesday	priceline	positive
69	            Nice rooms for a great price. Priceline also makes logging in easy without 2-3 questions of authentication. Priceline is simple and easy to use.        	                2	4	Tuesday	priceline	positive
70	            not able to get refund or change reservations        	                2	4	Tuesday	priceline	neutral
71	            Priceline is always my go to for my traveling needs. Never dissapointed!!        	                1	5	Tuesday	priceline	neutral
72	            Great Deals!!As always great prices for when I need it!!        	                2	5	Tuesday	priceline	positive
73	            I enjoy the friendly and helpful staff. I make my accommodations livable like it was my own apt. The daily rates i get on the online comparisimg websites are  reasonbally affordable and that's great on the pockets.        	                1	5	Tuesday	priceline	positive
74	            Priceline is awesome!! Have used this site at least the last 10 times I've booked accommodations. Highly recommend.        	                1	5	Tuesday	priceline	positive
75	            Roims have a full size fridge &amp; 2 burner stove inside along with microwave and full size sink for dishes. Very Cool !        	                2	5	Tuesday	priceline	neutral
76	            Nothing better than Priceline believe me I've searched.stop wasting time anywhere else, others claim to do what only Priceline can deliver. Why waste time when I've already wasted enough of mine.        	                3	5	Tuesday	priceline	negative
77	            The best site and only site I use. I used to use Expedia but over the last 3 years only Priceline. Thank you for finding me a place to put my head while on the road 260 days out of the year.        	                1	5	Tuesday	priceline	positive
78	            Good room rates despite short time to book.        	                2	5	Tuesday	priceline	neutral
79	            Horrible service have an emergency family situation and they wouldn’t refund at all and aren’t at all caring of our sensitive situation and the trip was just book a few days ago . Wouldn’t recommend them at all        	                1	1	Tuesday	priceline	neutral
80	            They deserve 🌟🌟🌟🌟🌟 for their great deals.        	                3	5	Tuesday	priceline	positive
81	            Good experience        	                1	5	Tuesday	priceline	neutral
82	            I love Priceline. I haven't found better deals anywhere else.        	                1	5	Tuesday	priceline	neutral
83	            I love Priceline, I always gets great deals from this site. In fact I am loyal customer of Priceline for almost ten years.        	                2	5	Tuesday	priceline	positive
84	            They do not include hotel tax and charges they are seperate        	                1	4	Tuesday	priceline	neutral
85	            I would recommend this hotel to anyone. Was nice        	                2	5	Monday	priceline	positive
86	            I wish Priceline offer points rewards for long time customer like me who use Priceline a lot for hotels stay,vacationing packages ,car rentals ,and more        	                1	5	Monday	priceline	positive
87	            I have used Priceline for 3 hotel needs and have not been disappointed! I have done 2 that I didn’t know the hotel until after I booked and 1 I knew when I booked. Priceline let’s you know what your hotel compares to and it’s been very accurate. I will definitely use them again.        	                1	5	Monday	priceline	positive
88	            I drove from NY to SC. I needed a room ASAP and something I could afford. The agent went above and beyond to help me. You dont see that type of customer service anymore        	                1	5	Monday	priceline	neutral
89	            I have been using Priceline for a number of years; it is user-friendly and I have never had a dispute that could not be rectified in a positive manner.        	                2	5	Monday	priceline	positive
90	            Priceline has the lowest prices consistently when you use Express Deals and te NameYourOwnPrice tool.        	                2	5	Monday	priceline	neutral
91	            great place to stay for an extremely reasonably price!!        	                2	5	Monday	priceline	positive
92	            Thanks alot far the service and pricing        	                1	5	Monday	priceline	neutral
93	            Perfection and  I love the discounts. U never know when there might be an unexpected change so the immediate reservation time is awesome. I went from one click to checking in and at a reasonable price. It's easy to  navigate thru the app  and I will continue to use them. Thank You Priceline for your job well done.        	                1	5	Monday	priceline	positive
94	            Problems with booking last week, Monday Nov 19th in DuBois PA. You said rooms and rates were available but when I tried to book, the site acted like it was going to book and then, Poof, Sorry room not available at this rate. But guess what? Chase Visa charged me for that room. I'm going to see if it's taken off by now but thankfully my trips on Priceline says I had a failed booking so that's where I'm starting. Also this week when we booked a hotel in Youngstown OH on the way home, Wed Nov 28th, when we got to the hotel the front desk man had a problem with your credit card payment and was on hold for 20 minutes to get to one of your customer service people to help him. Not acceptable.        	                1	3	Monday	priceline	neutral
95	            Great customer service, excellent prices, good hotel choices        	                2	5	Monday	priceline	positive
96	            A very new nice hotel in a great location.        	                1	5	Monday	priceline	positive
97	            I have doing a great deal of traveling lately and Priceline has never disappointed me! I’ve been staying in great hotels for resonable prices. Priceline has been my first resource when finding reliable reviews and the best place to stay!        	                2	5	Monday	priceline	positive
98	            I use Priceline for all my travel because they have the best prices and offer many options for travel.        	                3	5	Sunday	priceline	positive
99	            We have the utmost trust in Priceline.  In researching for hotels in any area, the selection is awesome.  We usually use the Express Deal feature and have always been pleased with the hotel and the prices received.  Our last purchase has been far and above our expectations, and one that we never would have even looked into (figuring it was out of our range)!  Thank You!!!        	                3	5	Sunday	priceline	positive
100	            Easy to make reservations!        	                1	5	Sunday	priceline	neutral
101	            WARNING** DO NOT USE PRICELINE TO BOOK HOTELS, CARS, or FLIGHTS. Terrible customer service, inaccurate reservations, and extra fees when you actually fulfill the booking. I booked a room in a hotel with a hot tub, two beds, a view, and no extra fees. Besides the correct dates, priceline got everything else wrong and took zero responsibility for it to help afterwards. The room I got was a king bed, no view, the hotel had no hot tub, and the hotel added over $100 of fees.        	                1	1	Sunday	priceline	negative
102	            Nice, clean room.  Very quite.  'Grab and go' breakfast was perfect for me.  Staff was very accommodating.  Only complaint was trashy parking lot and limited parking near the main entrance.  Nothing can be done to increase the size of the front lot, but something could be done about the trash.  This room and hotel was everything it was advertised to be.  No, it doesn't have daily linen service, it's an extended stay hotel with weekly service.  Internet was sufficient for everything I needed to do but higher speeds were available for a small fee. Need anything else, walk to the front desk and ask!        	                2	4	Sunday	priceline	neutral
103	            I just love it        	                1	5	Sunday	priceline	positive
104	            I will use Priceline for all future travels        	                1	5	Sunday	priceline	neutral
105	            The last 2 times I have booked a room it's been with Priceline and I have been so happy with my room. Priceline is a step above all others. I will only use Priceline for all future rooms.        	                1	5	Sunday	priceline	positive
106	            Priceline is the best way to book a hotel, car or flight. They have millions of options and I consider that they have the best ratesnbetween the other apps for booking. It is very easy and nice app to book for any type of trip in every part of the world.        	                1	5	Sunday	priceline	positive
107	            Priceline deals with fraudulent companies. If you don't believe me, just google Executive Car Rentals and you will see for yourself. A company is not trustworthy if they deal with con artists.        	                1	1	Sunday	priceline	negative
108	            Beware of booking your accommodation or car rental through Priceline! booked through the website twice and had both time had terrible issues that cost me a lot due to the booking not being made properly and having to book a new flight ticket at the airport or make booking of a new car at the rental desk. Never again!        	                8	1	Sunday	priceline	negative
109	            I only use priceline !!!!        	                1	5	Sunday	priceline	neutral
110	            Good site for finding a great price on accomadations.        	                1	4	Sunday	priceline	positive
111	            Priceline sold me a ticket from US to Portugal but the layover at the NY airport was not long enough to make it to the next plane. (only 51 minutes) They also did not warn me I needed a round trip per/Portugal law. That forced me to buy another one way at twice the price I would have paid for one round trip. They refused to reimburse me the $400 the airline charged me to change the ticket. They refused to talk to me because I had called the airline to discover the problems. So they ruined my trip, forced me to pay more for a ticket and fees. They took no responsibility. Did not offer a credit or an apology. Any tickets purchased from then with connecting flights need to be scrutinized carefully.        	                2	1	Sunday	priceline	negative
112	            It's helped a lot.        	                1	4	Sunday	priceline	neutral
113	            Never had a problem. All charges clearly indicated up front.        	                1	5	Saturday	priceline	neutral
114	            Fabulous hotel, friendly staff, great location, wonderful breakfast, comfortable room. Bravo!        	                2	5	Saturday	priceline	positive
115	            Awesome room and view        	                1	5	Saturday	priceline	positive
116	            Great site for discounts on hotels!        	                1	5	Saturday	priceline	positive
117	            Easy to book. Quick reservations.Best prices        	                2	5	Saturday	priceline	neutral
118	            Great prices alwaysAlways restfulAlways trys to fix something thats wrongAlways wants me happy and smilingOver all y'all have got me hooked on ur website 100% tell everyone I know about ur website        	                1	5	Saturday	priceline	positive
119	            Priceline over all offers great hotels at great prices. I’ve used them numerous times over the years for my travels.        	                1	4	Saturday	priceline	positive
120	            I would have given a 5 rating but my last experience was horrible. I booked a hotel for an upcoming trip but I made a mistake of putting the wrong date. I immediately noticed it and called Priceline Customer service right away and informed that I already paid for the hotel but made a mistake of putting wrong date and need to correct the date. I have been a Priceline customer since 09 and I was disappointed with the poor customer service I received from Customer Service staff. Although the upcoming trip is not until next week, the Customer Service staff did not even attempt to changed the date or call the hotel. I had paid for the room already for this upcoming trip. I did not want to cancel but to change the date since I made the mistake of putting the wrong date. Very disappointed with Priceline esp I have been a customer since 09.        	                1	3	Saturday	priceline	negative
121	            Quick and fast to usenin the app! Great deals!        	                1	5	Saturday	priceline	positive
122	            Good everything        	                1	5	Saturday	priceline	neutral
123	            Booked a hotel through Priceline only to arrive and find out the hotel had not been paid and they could not complete the check in process. Priceline was quick to charge my account and when I attempted to contact customer service through chat they said they couldn’t help and told me to call there 1-800-774-2354 only to be on hold for over an hour. Worst customer service experience ever.        	                1	1	Saturday	priceline	neutral
124	            I always save money with Priceline        	                3	5	Saturday	priceline	neutral
125	            easy to find my room and great to get it at the price. first time using priceline and I wish I had found it earlier        	                8	5	Friday	priceline	positive
126	            no coments: staff very good, hotel room super good,        	                1	5	Friday	priceline	positive
127	            Best rates.Nice hotels to chose from.        	                1	5	Friday	priceline	positive
128	            We have never been disappointed in a hotel that we have found on Priceline.  It is our trusted site when looking for a room when traveling or planning a trip.        	                5	5	Friday	priceline	positive
129	            Priceline was very helpful.  I booked a hotel for the wrong dates.  They were very kind and changed it to the correct dates.  The hotel was wonderful.  We had an amazing Thanksgiving weekend!        	                1	5	Friday	priceline	positive
130	            Versatile options, helping you find the right accommodation.        	                4	5	Friday	priceline	neutral
131	            More than happy with priceline        	                1	4	Friday	priceline	positive
132	            I use Priceline just about every day and overall it's not a bad site. Bad thing is you can't collect hotel points, no free nights after so many stays. Sometimes your better off going to the hotel chains main site,  paying a few dollars more and collecting those points.        	                1	3	Friday	priceline	positive
133	            When I choose my own hotel or rental car or flight, it's great. Don't really love Express deals. But can't beat Priceline for last minute hotel rooms while on a road trip!!!        	                2	5	Friday	priceline	neutral
134	            Priceline offered me the best prices for the hotels I wanted to stay at! No problems upon check in. Appreciate it!        	                1	5	Friday	priceline	positive
135	            always easy to find what you need and easy to deal with        	                2	5	Friday	priceline	positive
136	            Loved It!! Very Comfortable!!!        	                1	5	Friday	priceline	positive
137	            I have never experienced such rude and racial behavior.  I've stayed at Hawthorne Suite in Hilliard Ohio several times but Rebecca at the front desk accused my teenage daughter of being a known prostitute.  Then she called the police and told them we refused to leave - she never asked us to leave.  She also said my husband threatened her - in front of the police! He never did anything to her.  Even the officers said it was a racial thing.  We booked for 4 people for one week and left the second day.  It was Thanksgiving week and also my daughters birthday.  Now we were left 2000 miles from home with no available hotel options.  I called corporate and almost 2 weeks later, I'm still waiting for a response.  Luckily Ryan at Hilton in Dublin hooked us up with a 2 bedroom suite for cheaper than the Hawthorne.  I will NEVER use racist Hawthorn EVER!  And to top it off, there was chunks of dirt on the couch and black mold in the shower.        	                1	1	Friday	priceline	negative
138	            Great selection        	                1	5	Friday	priceline	positive
139	            Priceline continues to be my go to for travel over 20 years!        	                2	5	Thursday	priceline	neutral
140	            Hard to get in touch with live staff on phone and the late night bookings never work        	                1	2	Thursday	priceline	neutral
141	            This company doesn't care about you or your business.  Tried to change my ticket due to business updates 9 days in advance and they will not refund or give me credit?(I spend approximately $10,000 a year) with them.  Not anymore. Also, horrible customer service and they transfer you back and forth until you give up.  I WILL NEVER USE THEM AGAIN.  They are scam artists.        	                1	1	Thursday	priceline	negative
142	            Always gets me the best deal, and is easy to use!        	                1	5	Thursday	priceline	positive
143	            Very helpful        	                1	5	Thursday	priceline	neutral
144	            I am a price shopper and search many different sites looking for the best deals and much of the time I wind up on Priceline because they continue to come up with the best deals        	                4	5	Thursday	priceline	positive
145	            I had good experience booking my hotel through Priceline        	                1	5	Thursday	priceline	neutral
146	            Generally gets better pricing than other sites. However you now have to use the mobile site to get name your own price, and the booking fee sometimes makes the room more expensive than just booking through the hotel  site. S now I always limit my bid to no more than 60% of the rack rate or its not worth it.        	                1	5	Thursday	priceline	neutral
147	            Love the overall app , great deals and convenience.        	                1	5	Thursday	priceline	positive
148	            Priceline is truly convenient for anyone who is on the go or planning a vacation. I’ve made several last minute reservations without problems online or at the hotel. I love the express deals too!        	                1	5	Thursday	priceline	positive
149	            Great site with very good deals!        	                3	4	Thursday	priceline	positive
150	            Excellent stay.        	                1	5	Thursday	priceline	positive
151	            easy booking and lower price than others.  no problems with reservations. good communications via email and text        	                1	5	Thursday	priceline	neutral
152	            Everything was just wonderful from the young ladies and gentlemen at the front desk to the most comfortable room 321.Keep up the great work Fairfield Inn and Suites Atlanta Perimeter Center!! Wonderful as always !        	                3	5	Thursday	priceline	positive
153	            I like this app        	                1	5	Thursday	priceline	neutral
154	            Very easy to use and the hotel that was represented on the website was exactly what I got when I arrived. I was very happy with my overall experience.        	                1	5	Thursday	priceline	positive
155	            Very good rates beats most of the competitors online for quality service's        	                1	5	Thursday	priceline	neutral
156	            Did app good way to get into the rich neighborhood        	                1	5	Thursday	priceline	positive
157	"            I love priceline, however it is getting tougher to find the ""Name your own price"" frequently.  They are really pushing their express deals.  If I wanted ""express deals"" I would use Hotwire.        "	                1	4	Thursday	priceline	positive
158	            Wonderful place excell6room        	                1	5	Thursday	priceline	positive
159	            Always offer multiple options! Prices comparable to other sites. Ease of checkout a big bonus. Won’t flood your inbox with a bunch of nonsense.        	                1	4	Thursday	priceline	positive
160	            Overall I like the location ..the limited parking can be overlooked. Perfect getaway with minimum fees for parking. Quiet ,clean  and spacious the bed is comfortable great view from my suite..        	                1	4	Thursday	priceline	positive
161	            Good except if you need a refund        	                2	4	Thursday	priceline	neutral
162	            Unsurpassed! I've tried other sites when booking hotels but always come back to Priceline. They have the best prices and have become my go to booking site. Looking elsewhere is a waste of time.        	                1	5	Thursday	priceline	positive
163	            The customer service at Priceline is unbelievably poor. If I could give it 0 stars I would. I was told my booking for a three star hotel (which after booking was not three star quality at all) was non-refundable. When I asked to speak to a manager they told me the manager wouldn’t be able to help me either. I requested them anyway and sat on the phone for a total of FIFTY mins and NO ONE  picked up!!!How can your service be this terrible!?        	                1	1	Thursday	priceline	negative
164	            We enjoyed our stay at the Inn at St Mary's  Our room was very comfortable and breakfast was delicious. They had a nice variety we had eggs, bacon, fruit and I made a waffle in the waffle iron.  Great breakfastThe staff was very helpful we needed to find a place to watch the Steeler game. We found a great place nearby        	                1	5	Thursday	priceline	positive
165	            Website is very user friendly, always showed me good deals, customer service representatives were really helpful.        	                1	5	Thursday	priceline	positive
166	            I love Priceline! Out of countless stays, it has literally only missed the mark on one occasion.        	                1	5	Wednesday	priceline	positive
167	            Extremely happy with my stay - I'm a regular customer, starting right now.  Hotel was decorated for the holidays, everyone was super friendly and helpful, the fitness center was more than adequate.  Can't wait to go back.        	                2	5	Wednesday	priceline	positive
168	            Priceline is a great website to use for any planned or last minute traveling plans....        	                1	5	Wednesday	priceline	positive
169	            Excellent site with good deals but watch and read the stipulations.        	                1	5	Wednesday	priceline	positive
170	            I had made a reservation from hotels.com and I saw where it had booked the wrong state so I called that same day to cancel. I was told to call the hotel. I called hotel and had to spell my name 3 times and being on hold for over 5 mints. I was told it was taken care of. Then the next day I was charged. I called the hotels.com and since the hotel put it as a NO SHOW there was nothing they could do. I have 2 boys in the military and travel a lot to see them.  We have used this site before and  I was a Loyal customer but I will be taking our business elsewhere, I sure hope it was worth it.        	                1	1	Wednesday	priceline	positive
171	            Could not sleep.  Next room was making too much noise. Had To call reception at 3am and 4am. Did not help. The hotel had à policy of making minimum noise at 22pm.        	                1	5	Wednesday	priceline	neutral
172	            I use this site more than all the rest! I can’t find those really, really good prices on the others! On the other hand,  can you work on the fees! I want to try so many beautiful property’s with outstanding rates but once you factor in the tax and fees it doesn’t look like the bargain I was expecting!  Check often including every hour that’s how I find the best on here!!!        	                1	5	Wednesday	priceline	positive
173	            GREAT SERVICE        	                1	5	Wednesday	priceline	positive
174	            PricelineI use your service daily, and have been overall pleased. But I have had two encounters now with your deals showing online and not being able to book my room. Associates telling me that the can get me a room for more money than what is advertised. They tie up my money to get a room elsewhere and I don't understand how my money is tied up if I'm not charged for a room. Finally I was given the price that the hotel charges and told I could pay the cost of the room to the hotel upon departure but was told by the hotel that if I didn't pay right then I had to leave. I understand the hotel but I am very upset with Priceline and may not deal with you again. You cost me $45 more dollars today than I should not have had to pay and booking me the room thru the hotel I was already staying at I could have done myself.        	                1	3	Wednesday	priceline	negative
175	            Awesome location and experience        	                1	5	Wednesday	priceline	positive
176	            The staff was beyond helpful and kind. Roomed us perfectly so we could park close to the entrance (had a large trailer and showed us were to park and made sure we were on camera still). The rooms were shockingly nice. Love the layouts available. TV’s are large, beds on the firmer side, wood flooring in rooms. Only draw back was food was hard to order. Grub hub fixed that! Overall an amazing experience.        	                1	4	Wednesday	priceline	positive
177	            I’ve used Priceline many times. Some I’ve booked in advance some from a parking lot looking for a place to sleep that same night. They have always been helpful to resolve any issues that might have come up after my stay or before that I had due to weather. I’ll continue to use them in the future        	                1	5	Wednesday	priceline	positive
178	            Good but some of the companies that you partner with are not very clear with their promotions like Hertz Rental Car service.        	                1	4	Wednesday	priceline	neutral
179	            I have been using priceline for years and it only gets better. The rates are always so good.        	                2	5	Wednesday	priceline	positive
180	            Best booking site out there        	                1	5	Wednesday	priceline	positive
181	            Love Priceline...the express deals they have are amazing. My wife and use it when we have what we call a hotel night and you know your getting the best deal possible        	                1	5	Wednesday	priceline	positive
182	            I always find a good deal in no time.        	                1	5	Wednesday	priceline	neutral
183	            I always use Priceline when I travel.  I have never been disappointed!        	                1	5	Wednesday	priceline	neutral
184	            I book with Priceline all the time, there has never been an issue.        	                1	5	Wednesday	priceline	neutral
185	            Easy to work with, I will use them again in the future when I need to travel and need a place to stay.        	                1	4	Wednesday	priceline	neutral
186	            Great staff and great rooms! I would recommend        	                1	5	Wednesday	priceline	positive
187	            Priceline is my go-to for hotel bookings. The name your price option has allowed us to stay in hotels we otherwise couldn’t afford! We’ve only once had a poor experience, and honestly there weren’t any nicer hotels in the area than the one we ended up in so it was just a poor destination choice on our part and didn’t have anything to do with Priceline.        	                1	5	Wednesday	priceline	neutral
188	            Good experience with Priceline        	                1	4	Wednesday	priceline	neutral
189	            Great price, last minute. Reservation secured on the runway still waiting for the plane to find our gate.        	                1	5	Wednesday	priceline	positive
190	            Good job, as always.        	                1	5	Wednesday	priceline	neutral
191	            Priceline successfully made our reservation where the hotel web booking site could not and did it at the lowest price available.        	                1	5	Wednesday	priceline	neutral
192	            I love this website,  easy and friendly to use. First time I used, but I had excellent experience. 10000 LikesNo hidden Fees , is what they promised. I defenlly  recomend it for your next trip. I did like it.        	                1	5	Wednesday	priceline	positive
