	review_contents	review_numbers	review_scores	review_weekdays	company_name	sentiment_compound
39	"            Dear Fellow Patrons of Agoda,I write this review in hopes to deter any of you from booking through this platform to save yourselves from the horrible experience we have gone through.After booking a room at Estadia Hotel through Agoda for 2 nights from 30Nov-2Dec 2018, we found a same room on booking.com, inclusive of breakfast, but at a much cheaper price. The gravity of their deception and adamant refusal to admit that we have indeed found a booking for the same room at a cheaper price with all the evidence against them should be a strong enough reason for me to turn your heads away from this site. However, I understand the need to paint a clear picture and cover both sides of the story. Hence, I have attached the 2 bookings since a picture is worth a thousand words, much less 2.Naturally, the first reaction upon finding a cheaper option, we tried to call Agoda. After waiting on the line for 2 whole hours 3 days in a row, our call was finally answered. (In between, we tried reaching out to Agoda via Facebook Message but it is evident that they have decided to ignore our case when they left us on read.) The nice lady on the other end of the line then instructed us to apply through the claim form on their website. After filling up the claim form multiple times, we were brick walled by the same reply multiple time, stating that the:-room size is different-bed type is different-provision of free breakfast is different-cancellation policy is different-provision of free bike rental and shuttle service is differentBy the 3rd rejection, we were well on our way to Malacca. Once there, we got the hotel to confirm the room types for both sites and have appended their letter in this review. 1.	Room Size is DifferentFrom Agoda: Please be advised that twin bed 2 single beds, city view, non-smoking, free wifi and the size of the room is 22 m2/237 ft2/ Please be informed that the Screenshot sent to is for the Estadia Deluxe Aside from the obvious deviation from a standard reply leading to a typo in the email, the room on booking.com is stated as a deluxe room while the room on Agoda is a twin bed room, upon inspection of the hotel website, it was evident that there is no twin bed room provided by the hotel which left us worried if we had been scammed. However, the hotel has stated that both the rooms are the same as stated in the letter. 2.	Bed Type is DifferentFrom Agoda: Please be advised that twin bed 2 single beds, city view, non-smoking, free wifi and the size of the room is 22 m^2/237 ft^2As with above, we requested for the hotel to join the 2 single beds in one of the room and left the other as it is to prove that it is indeed the same room. Regrettably, we did not take pictures of the room, however for those familiar with Malacca, we shall state for the purpose of fairness that the room was facing Jln Melaka Raya instead of the shopping centres on the other side of the hotel, city view or not, you decide 3.	Provision of Free Breakfast is DifferentFrom Agoda: Free Breakfast is providedAdmittedly, this point is different from booking.com since booking.com does provide breakfast while agoda does not. However, on this premise, it infuriates us that the staff of agoda dared to bring this point up, as if we are expected to pay more because something is not provided.4.	Cancellation Policy is DifferentFrom Agoda: Same Cancellation and Amendment policiesBooking.com allows for free cancellation while agoda does not. As with above, this point is different, but expecting us to pay more for a service that you did not provide has, at this point in time, become a classic for agoda5.       Provision of Free Bike Rental and Shuttle Service is DifferentFrom Agoda: Please know that your confirmed agoda booking includes free shuttle service and bike rental. While the rates you foundon other website does not. Aside from the obvious deviation from a standard reply leading to a typo in the email, the hotel has confirmed that free shuttle service and bicycle rentals are provided to all guests upon request. Estadia Hotel is a wonderful hotel in Malacca strategically situated between the malls and street food. With warm staff and sheltered linkways between the malls. This hotel has been a go-to for my family since its completion a few years ago and I would highly recommend any visitors of Malacca to have a try. I understand that social media is a double-edged sword and naturally posting this would put me at a risk of being “flamed”, hence I leave it to all of you to be the judge and I hope that this review has helped you to think twice about booking through agoda.        "	                1	1	Wednesday	agoda	positive
40	            Agoda Customer Service Telephone Line was not answered but kept us on hold with music even though claimed to be 24hours service.        	                1	1	Wednesday	agoda	neutral
41	            EASY TO BOOK HOTEL        	                1	5	Wednesday	agoda	neutral
42	            Worked okay if your trips went according to plan but agoda is awful when you have to deal with their humans if there’s a change to your itinerary.        	                1	1	Tuesday	agoda	negative
43	            I have booked 2 double rooms which were 40% more expensive than opposition.Agoda refused to refund me. Avoid their site!DBPieterse        	                1	1	Tuesday	agoda	negative
44	            Best prices with wide potions of hotels        	                1	5	Tuesday	agoda	positive
45	            Absolutely terrible.We booked a hotel in London for two night, 31.12.18 and 1.1.19.  Sadly we have to change the booking by just one night, at the same hotel to 1.1.19 and 2.1.19.  After many many emails to and from them they absolutely refuse to change the booking (in the same hotel) even though we have called the hotel to see if they have accommodation for the new night and they do.  Never had such a bad experience.  Would NEVER book with them again.        	                8	1	Tuesday	agoda	neutral
46	            Great and fast        	                1	5	Tuesday	agoda	positive
47	            Trusted online worldwide hotel booking. Maintain your best value for money price !        	                2	5	Tuesday	agoda	positive
48	            Easy to useInclude many discounts        	                1	4	Tuesday	agoda	neutral
49	            Simplest solution for family vacay season!        	                1	5	Tuesday	agoda	neutral
50	            easy to handle        	                1	5	Tuesday	agoda	neutral
51	            I booked a hotel through Agoda at Hyderabad, and received confirmation from Agoda. When called the hotel to check, I came to know that, the room has not been booked and the booking id provided by Agoda is fake. I cancelled the booking and booked another hotel by other website.Before cancelling the booking, I tried to contact Agoda customer service both by email and phone but the phone number given in their website never works. I did not get reply of my email as well        	                1	1	Monday	agoda	neutral
52	            That is very good.        	                1	5	Monday	agoda	neutral
53	            good and fast.. service..        	                1	5	Monday	agoda	neutral
54	            Easy to booking.        	                1	4	Monday	agoda	neutral
55	            Don't bother.There are plenty of sites to go to when booking accommodation but I wouldn't recommend this place! You will never speak to any person, I was on hold for 40mins and still didn't get anyone .I ended up calling the hotel direct as I was frustrated with the booking details getting my email wrong.They take your money quick! Go elsewhere.        	                6	1	Monday	agoda	negative
56	            I have now realised that i will not be using Agoda again after using it for several years due to the following:1) you will not be able to talk to the personnel handling queries by call. I have benn calling about 10 times a day foe several days and each call i have waited even for 30 min, and yet they never take the call2) the cancellation option is not quite misleading. Though you have chosen to book with no cancellation fee if you cancel before a certain date, when you click on the cancellation button, the condition will be stated as no refund of your payment. Hence the option to cancel without cancellation fee is not true.if you dont believe me, you will face the same frustration .        	                1	2	Monday	agoda	negative
57	            fast and accurate and most important room rate is the lowest        	                2	5	Monday	agoda	neutral
58	            Agoda provide good suggestions and give numerous discount. The feedback also quite fast and information given is reliable.        	                1	4	Monday	agoda	neutral
59	            Very fast &amp; Save        	                1	5	Monday	agoda	positive
60	            Agoda give me good promotion on good price. And easy to find hotel.        	                2	4	Monday	agoda	positive
61	            easy...can book immediately...        	                1	5	Sunday	agoda	neutral
62	            This site is very convenient to book. Promotional events are also great. I'll use it often.        	                1	5	Sunday	agoda	positive
63	            efficiency reply quickly!        	                1	4	Sunday	agoda	neutral
64	            Easy for use,complete information and very good price.        	                1	5	Sunday	agoda	positive
65	            Good aplication        	                1	5	Sunday	agoda	neutral
66	            Good price and excellent recommendation!Thank you a lot.        	                1	5	Saturday	agoda	positive
67	            quick and easy order        	                1	5	Saturday	agoda	neutral
68	            easy!fast!good!        	                1	5	Saturday	agoda	neutral
69	"            This was the third and last time I ever book with Agoda. I had an issue with my Agoda booking in Tokyo Japan. We were not able to stay in the apartment we booked because it was so dirty it was totally unacceptable by normal standards to stay there. We had to book another place last minute which cost us double the money. I've had issues like this before but I've dealt with Booking.com and Hotels.com and they've always have found a way to help us out in situations like this by either giving us our full refund which we would in return use asap to book another place on the spot or even part of a refund. All we got from Agoda was vague emails through out our complaint process. Agoda's resolution to our problem was to give us $42.03 on a Agoda ""Gift Card"" which had to be used within 3 months. We just came back from Vacation. How am I going to plan another trip within 3 months. Horrible just horrible BUT you live and you learn!        "	                1	1	Saturday	agoda	negative
70	            fast and clear confirmation        	                1	5	Saturday	agoda	neutral
71	            GOOD SERVICE        	                1	5	Friday	agoda	neutral
72	            RAPID, EASY, GOOD PRICE        	                3	5	Friday	agoda	positive
73	"            When I try to submit for payment, it keep failing (it says something ""Sorry, Agoda is having technical difficulties...""). Try to call Agoda customer service but need a booking ID to proceed but I didn't even get to that stage yet, it keep failing during the payment! I notice every time I try, the price keep changing and the last attempt was successful BUT I didn't get the lowest price as before (when payment failed) and there is no option anymore to add in the coupon voucher (10%). I guess I didn't really get the best price this time :(        "	                1	3	Friday	agoda	neutral
74	            The price from agoda much more cheaper than others        	                1	5	Friday	agoda	neutral
75	            I cancelled a booking and the told me i will receive the refund in 30 days when i contacted after 30 days they told me it can take upto 60 days and now its more then 90 days of my cancellation and they are telling me the payment is expired ... its a fraud company        	                1	1	Friday	agoda	negative
76	            Very reliable and helpful.  We tried Agoda in July and found the services excellent.        	                1	4	Friday	agoda	positive
77	            Good Services        	                1	5	Thursday	agoda	neutral
78	            The best for me        	                1	5	Thursday	agoda	positive
79	            Don't worried about hostel , when you deal with Agoda.        	                1	5	Thursday	agoda	neutral
80	            agoda helps me a lot with booking at the low price        	                1	5	Thursday	agoda	neutral
81	            Fast and easy and good prize        	                1	5	Thursday	agoda	positive
82	            Fast and efficient        	                1	5	Thursday	agoda	neutral
83	            Fast and good service        	                1	4	Wednesday	agoda	neutral
84	            Great deal!The trusted Hotel review and we super like it.        	                1	5	Wednesday	agoda	positive
85	            Very easy to navigate!        	                6	5	Wednesday	agoda	positive
86	            Best rates are on Agoda        	                1	5	Wednesday	agoda	positive
87	            Very professional site, not missing details        	                1	5	Wednesday	agoda	neutral
88	            Fast and safe!        	                1	5	Wednesday	agoda	neutral
89	"            Very cheap hotel agency is ""Agoda""  Thanks for a good choice ^ ^.        "	                1	5	Wednesday	agoda	positive
90	            My booking is still months away, so I can't speak to the end of the process, but trying to contact their customer service is absolutely pointless. I am trying to add a day to my stay and I sat on hold for 20 minutes before giving up and trying again 4 different times trying different menu options, but nothing worked. I tried calling the hotel directly, but there is nothing they can do on their end. I might cancel my booking and try using another site, even though it might cost a little more.        	                1	1	Tuesday	agoda	neutral
91	            Terrible - booked hotel, held charge on credit card, then sent an email stating that due to a systems error the booking could not be made, asking me to book again through their site.  When I checked back, the price had increased by over $100 per night.  If you can't honour the rates you publish, don't publish them. Very dodgy        	                1	1	Tuesday	agoda	negative
92	            very easy to use !        	                1	5	Tuesday	agoda	positive
93	            Cepat dan mudah.  Tq        	                1	4	Tuesday	agoda	neutral
94	            Tripadvisor together with Agoda in your toolbox is nice couple to find good place to stay in any place        	                1	4	Tuesday	agoda	positive
95	            good oneit is nice hotel        	                1	4	Monday	agoda	positive
96	"            Avoid Agoda !!!!!!!!!!!!!!!!! They took money from my credit card for booking in Varanasi but when I arrived at the hotel I 've been told that Oyo Hotel does not work with Agoda. My booking was fake, didn't,t exist... I was left homeless but charged for the room !!! Agoda said ""sorry"" and give me 10% off voucher for another booking... I will NEVER, EVER use this side again.        "	                3	1	Monday	agoda	negative
97	"            Agoda have more choice to ""book first pay later"", I like it very much.Good price, good service. Website easy to use.        "	                1	5	Monday	agoda	positive
98	            The price in the confirmation email wasn't what I was charged - it showed £586.44, and then the actual payment which was taken a couple of weeks later was £35 more at a total of £621.89. I was told this is because of the currency conversion from Euros to Pounds but nowhere was I told that it would be re-converted. This is really misleading and should be made extremely clear. I would have cancelled my booking and found a different website to book through, but it was too close to the date of travel and was not worth the added headache. For that reason I would not use Agoda again.        	                2	1	Monday	agoda	negative
99	            Misleading websiteQuotes are excluding vat whereas uk based search engines include VAT so prices are actually 20% higher than they quote.        	                11	1	Monday	agoda	neutral
100	            Agoda is very informative. I am very statisfied.        	                1	4	Monday	agoda	neutral
101	            Agoda is a convenient website to book and it often offers good deal.        	                1	5	Monday	agoda	neutral
102	            Booked Holiday taxi from discovery holidays from agoda from BKK airport to siam kempinski. Upon arrival we waited for almost an hour before the driver showed up. We approach the tour counter which displayed our name for the pick up. The lady at the counter was not helpful at all. She just kept asking us to wait. Till we decided to get our own taxi and asked her to acknowledged on our booking letter that the driver didn't turn up then she took more proactive steps to call the driver. We wanted much of 6 persons time standing there waiting. Thought that we booked the transport prior to arrival will save us time, but we were wrong. What a start to our holiday in BKK!!! Will NOT book any transportation from this vendor anymore.        	                1	1	Monday	agoda	positive
103	            Very good booking of hotels. I  I would recommend using it.        	                1	5	Monday	agoda	positive
104	            Quick and easy - no hidden values from beginning to end :)        	                1	5	Sunday	agoda	positive
105	"            Misleading pricing. The ""book now, pay later"" is a total scam. They trick you into booking by showing cheaper prices, but then when they do charge your card a couple days later, they charge a higher amount. When asked, they say it's because of the exchange rate. But the exchange rate is the same as when you booked. When asked what exchange rate they use, they say they don't know. And it's much higher than the visa exhange rate, or mastercard, or the european bank. So they just basically rob some money off you.Might not be the case with the bookings where you pay on the spot. Either way, not booking through them again as they seem completely untrustworthy.        "	                1	1	Sunday	agoda	negative
106	            I often make a booking room for traveling by using Agoda website, and I never disappointed.        	                2	5	Sunday	agoda	neutral
107	            Most of the time I do find that Agoda offers the lowest rates for hotels. My experiences are good, just as long as you completely do not need any customer service support from Agoda. If there are any last minute changes etc it is almost impossible to contact them.        	                3	3	Sunday	agoda	neutral
108	            helpful information for making decision        	                2	4	Sunday	agoda	neutral
109	            I am a university Professor and am a frequent international traveler. Used Agoda.com quite a few times but every time my experience has been the worst. My latest interaction is with my booking at G Tower Hotel KL malaysia. Had some problems and we have been calling for two days costing me some 300 RM. Myself and the entire hotel management has been cursing agoda. I have joined the global campaign against agoda.com for its fraudulant reviews fake discount offers. I am looking for legal action as well. Will spread this message among my global networks of teachers  and students who visit all across the world.        	                1	1	Sunday	agoda	negative
110	            Quick &amp; easy booking, just click away。        	                1	4	Saturday	agoda	neutral
111	            EASY and USER FRIENDLY        	                1	5	Saturday	agoda	positive
112	            I’ve booked though agoda for the very first time. Was a bit hesitant about this company. But I did anyway. No confirmation was received. So I have no booking reference. When calling their 24/7 website it ask for booking confirmation number. I don’t have one, so impossible to chat. I send a few email but only  reply was Hello, Thanks for getting in touch with us. We'll get back to you quickly..Checked my credit card - they have charged me for the booking. I’m not sure if  Hotel has been booked or not. For that reason I’m giving Agoda zero star. And will not be using it again (ever)Best to pay extra and be sure it’s all done as it should have been.        	                4	1	Saturday	agoda	neutral
113	            ITS GOOD DEAL        	                1	4	Saturday	agoda	neutral
114	            This is a preliminary assessment, I will do the actual assessment after the stay.        	                5	4	Saturday	agoda	neutral
115	            happy feeling..yes        	                1	5	Saturday	agoda	positive
116	            great n awesome website!        	                1	5	Saturday	agoda	positive
117	            everything OK :-))        	                1	5	Friday	agoda	positive
118	            i like to make another reservation with agoda i like it so mush.        	                2	3	Friday	agoda	positive
119	            I was hesitating using Agoda at first because I never used it before. I made four bookings for Asia trip. All worked well . The price guaranty policy really works . Expedia and Travelocity only use price guaranty policy to catch customers and don’t adjust proces when needed . Agoda really follow their policy and adjust price when you qualify for a lower rates.Well done . I defiantly will be using Agoda again and recommend it to others        	                1	5	Friday	agoda	neutral
120	            Very good. Fast and easy.        	                1	5	Friday	agoda	positive
121	            I wish Agoda could show the final price when we are booking, including all the taxes and fees.        	                1	3	Friday	agoda	neutral
122	            Great comparison on hotel with detail introduction. Very useful for travellers to make a smart choice.        	                1	5	Friday	agoda	positive
123	            nice apps,a bit confusing to orderbut good discount here        	                1	5	Friday	agoda	positive
124	            Very intuitive and convenient        	                1	5	Friday	agoda	neutral
125	            Good for Hotel booking and reasonable price.        	                1	4	Friday	agoda	neutral
126	            good and enjoy everyday        	                1	5	Friday	agoda	positive
127	            Easy to use and have never failed, so far. Used it at least 20 times.        	                1	5	Thursday	agoda	positive
128	            Agoda provided us the best price. I would like to recommend Agoda website when you book your hotel. They also offer 10% off coupon!        	                1	5	Thursday	agoda	positive
129	            Good!!!!!!!!!        	                1	5	Thursday	agoda	neutral
130	            very convenience        	                1	5	Thursday	agoda	neutral
131	            Very kind and supportive crew member.        	                1	5	Thursday	agoda	positive
132	            Found an all-inclusive resort at a great price.. however, after reading the fine print, come to find there's a 28% sales tax not included in the price!28%!?!? Where do they come up with this figure?  So, the room only wound up being a few bucks cheaper than going directly through the resort.        	                1	3	Wednesday	agoda	positive
133	            Aagoda is very good to me. I usually reserve a hotel by this site.        	                1	5	Wednesday	agoda	neutral
134	            good and excellant        	                2	5	Wednesday	agoda	neutral
135	            great website and best loyalty system for ever        	                1	5	Wednesday	agoda	positive
136	            system is friendly and easy .        	                1	5	Wednesday	agoda	positive
137	            good price at all        	                1	4	Wednesday	agoda	neutral
138	            Effective and efficient. Price is very reasonable.        	                1	5	Tuesday	agoda	positive
139	            I LOVE IT I CAN PAY WITH PAYPAL        	                1	5	Tuesday	agoda	positive
140	            wonderfull really        	                1	5	Tuesday	agoda	neutral
141	            Worst customer service ever. I've literally spent hours trying to amend an existing booking. This should be easy.        	                1	1	Tuesday	agoda	neutral
142	            Book Hotels via Agoda fast and clear, and lots of discounts.        	                1	5	Tuesday	agoda	neutral
143	            Most of the time I do find that Agoda offers the lowest rates for hotels. My experiences are good, just as long as you completely do not need any customer service support from Agoda. If there are any last minute changes etc it is almost impossible to contact them.        	                2	3	Tuesday	agoda	neutral
144	            We were given a smoking room even though we had booked a non-smoking room. The view would be a city view, but instead we had a view of a neighboring house a few meters away. We tried to change but got to the conclusion that it was fully booked. Only day after we got another smaller room, which was cheaper per day. We have requested a refund for the first day without results. Agoda who does not have Swedish customer service refuses to refund. They mean we agreed to stay in the smoking room and therefore can not get the money back. It's like a bad joke. We had traveled all day and were tired. Then you can not start looking for another hotel. We also did not get another room, as it was fully booked according to the receptionist.        	                2	1	Monday	agoda	neutral
145	            I got a good price and good location.        	                1	5	Monday	agoda	positive
146	            Easy and accurate        	                1	4	Monday	agoda	neutral
147	            Have a long  experiance with Agoda to give 5 star in handling hotel reservations. Solving any problem regarding the booking without any excuse. Always offer special rate and this is the most l like and make Agoda diffrent from others.        	                1	5	Monday	agoda	positive
148	            easy to find hotels desired        	                4	4	Monday	agoda	positive
149	            Easy to use apps n no company offer like u offered...        	                1	4	Monday	agoda	neutral
150	            Good service always with AGODA.        	                1	5	Monday	agoda	neutral
151	            Fast to booked and trusted        	                1	5	Monday	agoda	neutral
152	            Very good choice of hottels and great deals!        	                1	5	Sunday	agoda	positive
153	            Fast and easy to use        	                1	5	Sunday	agoda	neutral
154	            Good and convenient        	                1	4	Sunday	agoda	neutral
155	            Terrible!! Avoid at all costs.  If something goes wrong you will NOT be able to speak to anyone at all from this money stealing company.  Especially avoid the book now and pay later as the will defraud you over the exchange rate later on and hope you do not notice.  They do not use the exchange rate of the day they take payment but instead make up a number and charge you an additional 10%.  Stay away from these cowboys.        	                2	1	Saturday	agoda	negative
156	            Very good, booking system.        	                2	5	Saturday	agoda	neutral
157	            Good and many hotel to find. Easy booking.        	                2	5	Saturday	agoda	positive
158	            Very good services        	                1	5	Saturday	agoda	neutral
159	            The worst customer service and biggest cheats. Booking id 221630347. They charged me 673 QAR for a booking and then automatically cancelled my booking wo notifying me. They left me stranded plus they took my money instantly. They didn’t refund my money and it’s been more than a month. I tried to call them through an international call and wasted more of my money and after 3 mins it just said after I punched all my booking details that my booking is cancelled and then they cud the call also automatically. I have emailed them for which they don’t reply. You can’t call anyone to speak to anyone to complaint and plus my money is gone and the booking also cancelled. Horrendous customer service one can ever get.        	                1	1	Friday	agoda	negative
160	            Easy to use and clear information.        	                1	5	Friday	agoda	positive
161	            The prices are cheaper than other places. Too good to waste!!!        	                1	5	Friday	agoda	neutral
162	            I try the agora.comThe only issue is that they take long time to answer the phone.        	                1	4	Friday	agoda	neutral
163	            Good experience and great help during booking stage        	                1	5	Friday	agoda	positive
164	            Agoda.com is the best website for me when I want to find a room to stay. The price is reasonable and easy to booking.        	                1	5	Friday	agoda	positive
165	            Fast Reserve and Best Price.        	                2	5	Friday	agoda	positive
166	            complete service, accurate information, and easy and flexible for payment        	                1	4	Friday	agoda	positive
167	            Agoda discount and hotel prices are good but customer service is worst.  Just try reaching them and you willl experience how worst it is. First, it will take more than 20 min to reach customer care officer. Once he/she pickup the call, they will ask you to hold for 2 min and then they never responde and later disconnect the call after 15 or 20 min. These i faced 3 days continuesly. Further, Agoda can only provide you the booking confirmation but that doesn’t mean your booking is confirmed. I have faced few incidents wherein after I made booking and payments with Agoda, hotel rejected on check-in day that their all rooms are sold out and that time you will not have any choice to go with their ( Hotel Guy ) options. Cannot reach Agoda as well.        	                1	2	Friday	agoda	negative
168	            good nice comfortable        	                1	5	Thursday	agoda	positive
169	            BEST PRICE AND VERY EASY BOOKING        	                2	5	Thursday	agoda	positive
170	            . Really Good        	                1	5	Thursday	agoda	neutral
171	            I really trust this company and book all of my accommodation through Agoda. I use to make my bookings with one other world known booking engine, but the security of my credit card was compromised and I have been robbed thanks to them, so never again.        	                1	5	Thursday	agoda	positive
172	            Best price when compact with other app        	                1	5	Thursday	agoda	positive
173	            I have reserverd a several another site but best of best site is Agoda because agoda take a satisfaction for clients needs        	                1	5	Thursday	agoda	positive
174	            fastest easiest and well managed reservation        	                4	5	Thursday	agoda	positive
175	            The absolute worst place to book any reservation. The people were so confusing told me the reservation was booked for the  new dates I called the resort and they said nobody had called them to book these dates. Called 2 days later to confirm since Agoda never sent me a confirmation until I canceled the reservation! My price went up $50 from what i was originally quoted per day. You cannot get connected to there customer service ever when you contact them through email they send you the same bs it makes me think they don't even speak English. The most untrustworthy booking company ever. DO NOT USE OR YOU WILL GET SCAMMED!!!!!!        	                1	1	Wednesday	agoda	negative
176	            Starting with always compating with other hotel booking sites, but still Agoda won my heart as The Most Reliable hotel finder that has continually improved their services and customers' experience to be easier to deal with.        	                1	5	Wednesday	agoda	positive
177	            Best price compared with others website and always giving me surprising low price with high quality place to stay. It's really useful and helpful when choosing where should stay during my travel every time. No matter the actual location, price, details of nearby and transport info, all just so details. The best booking website that I ever choose.        	                1	5	Wednesday	agoda	positive
178	            It so easy for booking        	                1	5	Wednesday	agoda	neutral
179	            Great for booking the hotel        	                1	5	Wednesday	agoda	positive
180	            very simple and give the best price        	                1	5	Wednesday	agoda	positive
181	            Agoda is lousy Not able to contact them through email and callNobody seems to bother even when you send message in the inbox        	                1	1	Wednesday	agoda	negative
182	            reservation is very simple. and very chip.        	                1	5	Wednesday	agoda	neutral
183	"            Pay a little more and use other agents who can help you and know how to treat customers.Called ""customer services""Hi how are you ?I am calling to see if you can check with the hotel operator if you can change the booking date made in the last 24hours?Agoda: first I have to cancel the booking and then contact the hotel to see if they can give you new dates.Me: great I am happy to pay any fees etc.Agoda: you will be charged a penalty, then we can get you new dates.Me: fine how much is the penalty?Agoda: the full amount.Me: well if I am going to loose the full money on the booking why would I be calling you to change it and help me? I would just book nrw dates without waiting for US operator to talk to me like a robot. That's not a penalty it's just losing the booking.Agoda: that's correct.Me: thanks for your help.Agoda: the woman hung up. No sorry, no good bye, no have a good day. Rubbish customer service, rubbish operator, rubbish connection. They need to learn a penalty doesn't mean losing the game.        "	                3	1	Tuesday	agoda	positive
184	            Best hotel prices ever!        	                1	5	Tuesday	agoda	positive
185	            competition price, fast reservation.        	                1	5	Tuesday	agoda	neutral
186	            Agoda's customer service is abysmal.  I tried to call them to change a reservation which required them to contact the hotel.  The first time, it took 15 minutes to answer, then they listened to my request.  I was then put on hold while they contacted the hotel.  No response and call was hung up.  Tried again, and this time no answer in 20 minutes.  Called hotel, got through immediately, and they said agoda has to call, which they had not. So not only unresponsive, they are totally ineffective. Absolutely the worst customer service I have ever encountered.  I will not use Agoda anymore.  That after 8 years and many reservations.  Shame.        	                2	1	Tuesday	agoda	negative
187	            very good to location and to easy for booking Thank you        	                1	4	Tuesday	agoda	positive
