	review_contents	review_numbers	review_scores	review_weekdays	company_name	sentiment_compound
18	            Worst customer service — they don't read the message but instead serve some useless boilerplate. A simple problem about being removed from the mailing list took days and many messages back and forth, where they wanted me to confirm that I was a hotel owner (I'm not), and then they wanted me to confirm my reservation (I don't have any).        	                24	2	Monday	booking	negative
19	            Booking.com sends out wrong receipts with multiplied prices...: Tried to book on ‘Booking.com’ a non refundable stat: total price 950 pounds. 2 seconds after having payed a receipt pops up on the screen: ‘Thank You for buying for 7800 Pounds. Enjoy..’ Totally chocked we of course cancelled this 6 seconds after payment and tried to call Booking.com instantly. Very difficult to reach them but finally we were connected to someone long distance.. The woman tells us that we will have to pay because it’s a non refundable stay and that she (Booking.com) tells me that there can be no fault in their app/software..?!. Booking.com makes no errors, and we will have to pay if the hotel does not agree on cancelling…! We have to beg her cancelling this crazy transaction – also with the hotel - but she is very unwilling to do this. At this time we don’t know if the bill will be 950 or 7800 pounds and therefore calls our bank to kill the account…After several nervous hours we find out that the reservation seemed to be ok for 950 pounds but that Booking.com must have generated an instant receipt with an IT bug that took the price in Danish Kr. 7800 and converted this in to D.kr. as if it had been Pounds… Big mistake and not pleasant to see seconds after a finished transaction on 950 and not 7800 Pounds..! Do they or do they not take 7800 Pounds from us..?Of course we cancelled very quickly and why on earth Booking.com does not help us out of this payment is a mystery.! They displayed a very wrong receipt…! We had to call and write to the hotel and our bank to get the tremendous bill cancelled for hours, even though we instantly reacted calling Booking.com. They have a bug somewhere in their algorithm sending out instant bad receipts on the screen…! Be aware of this because it seems to multiply your currency with the foreign one in a mysterious way…!?        	                5	1	Monday	booking	negative
20	            I ram new to the holiday let business and I only registered my property with Booking.com 2 weeks ago, since then I have had nothing but trouble.  For some reason they changed my description of the property to one which was wrong and despite my repeated messages and phone calls it has not been corrected.  Their charging policy is not transparent and I was absolutely shocked at the level of commission they deducted from my payment.  I have been unable to register my bank details as they never send the code required to do so.  I am further concerned about what I have read in these reviews.        	                19	1	Sunday	booking	negative
21	            Hotelier with Booking.comAlways Go Direct for your best deals and honest service..They get worse and worse as an hotelier dealing with them they dishonour agreements, change cancellation policies, allow false cards to be used.Stole £70 from us on a risk free booking with our hotel.. constantly move the goal posts, constantly lie and blame someone else. Risk Free they actually don't know the meaning of the words...        	                7	1	Saturday	booking	positive
22	"            I booked a hotel room in Geneva for a girls trip this November. Booking.com cancelled my reservation without telling me and when I arrived we had no reservation and I had to pay an extra $300 to rebook the room. When I called Booking.com they said they cancelled the room and emailed me about it. They did not (I checked my email, spam folder, and trash) and I kept getting reminders from Booking.com and something called TripIt (a 3rd party Booking.com sold my information to) reminding me of my reservation (including on the check-in date). I also asked to be sent a copy of the cancellation email and they were unable to do this, presumably because it does not exist. They even had the audacity to send ""How was your trip?"" emails following my trip even though it was supposedly cancelled!Lastly, they're customer service people sounded like robots and recited some sort of prepared speech at me when I called (presumably since this sort of thing happens all the time). Terrible customer service and extremely shady and dishonest business practices. NEVER using them again and telling everyone I know.        "	                1	1	Saturday	booking	negative
23	            Absolutely disgusting website.  Booked a hotel through this site and decided to cancel after seeing reviews of the place.  Hotel took my money (when they shouldnt have), and have had to fight with the hotel and Booking.com to get it back.  They send generic emails when you complain.  They help and aid fraudulent transactions with disgusting filthy hotels!!!!DO NOT USE this site - Pay the extra and book direct.        	                10	1	Friday	booking	negative
24	            Best thing to do with this rubbish site is use it to find what you want and then cut them out of the loop by contacting the hotel directly. Then they don’t get commission &amp; often the customer gets benefit of a lower price. Cut out the middle man. RIP off outfit. The big letters on the start of page on their site say free cancellation on most rooms. And when it’s booked tells you that. I only used that site as trying to find a babysitter &amp; couldn’t. So, to be nice to the hotel, so they could re sell the room,  I went on and tried to cancel. One day after booking &amp; the day before my proposed stay. Guess what? That was only until midnight the day it was booked. So full fee. Their utterly pathetic website then says you can request a free cancellation otherwise it’s full price. And then you will get a response in 48 hours The booking was for the next day. Way to take your hard earned cash with their commission. When I called and spoke directly to the really pleasant hotel staff member she sorted it out for me. So I’ll use that hotel again &amp; never book through this lot again.        	                2	1	Friday	booking	positive
25	            Asked me to pay double the price of the confirmed reservation. When refused they cancelled the booking and I was left without accommodation. Now I know why people go with Expedia! Ridiculous...        	                1	1	Friday	booking	negative
26	            I booked a hotel with free cancellation option and I did not travelled according to my plan due to some challenges and cancelled the booking thirteen days a go but unfortunately so far the did not refunded the money or even did not respond my emails so booking. Com is the worst ever experience I had with.i hope to get back my money asap.Booking no# 1026892855        	                1	1	Friday	booking	negative
27	            Rented an apartment in Dublin for my wife daughter and myself.On arrival we were allocated an outside basement flat.We initially said no way, however were reassured by the receptionist that there was 24 hr security. On arrival back after a meal around midnight, we were met with a vagrant/ drug addict/ homeless person sleeping across our doorway. We made our way past, called the provided numbers for help but no one answered. For our safety we moved out and walked the streets of Dublin to obtain a hotel room. To date neither the owners or booking.com have apologised or acknowledged our calls or emails, other than to state, no compensation, we can no longer help! We were very fearful as the main door was made of a single glass frame, easily broken. Customer service is a disgrace from booking.com.I note they still allow the flat to be rented on their site, without a warning.        	                1	1	Thursday	booking	negative
28	            I hate to leave a bad review but their cs sucks. I always use hotels.com but this time I had it done with booking.com cuz they had better deal on same hotel. There was no instruction that pools are closed during my trip. We've wanted to have a nice break in the pool but pool was actually closed. When I requested refund so I could change the hotel, cs lady told me it was written on the website that pool would be closed and it is not their problem. I remembered I double checked the description so I said so, but she was so rude saying 'no it was there and they always close pool during winter' And then I checked and screenshot every pages on that hotel and there is no crystal clear description that pools would be closed during that time, and only I found one short note that pools are closed in cool month AFTER CLICKING AND GO OVER NUMEROUS PAGES. Of course, no indication about what month is cool month. What kind of service is this? I believe cs is there to help customers or at least pretend they care about customers, but they are there just to keep your money safe, just sack them and go for automated response. That's gonna save you a lot of money than losing customers. Well played booking.com and good luck with my money. Thank you for ruining our thanksgiving holidays. And again, your CS SUCKS. USE AUTOMATED SYSTEM INSTEAD OF KEEPING LIVE PEOPLE WHO ARE KILLING YOUR BUSINESS!!!!        	                4	1	Thursday	booking	positive
29	            Worst CS ever! They have the most obnoxious and rude CS reps who are dumb very unprofessional. I'm trying to receive a refund for a hotel I booked through booking.com but they are very indifferent and rude about it saying that 'it is not their problem.' WOW! Never again...        	                1	1	Thursday	booking	negative
30	            I'm currently trying to get a refund for an apartment booking that was cancelled at the last minute by the owner. Initially, Booking.com were really helpful getting us alternative accommodation,  but since then it's been down hill. Everytime i speak to someone in customer service they give me false promises, which invariably are broken soon after, causing me to call back and start again. Today, the operator hung up on me when I asked to speak to her Supervisor. Unforgivable. Overall, it's really poor service, as well as being very frustrating. I'll never use them again. Life's too short.        	                1	1	Thursday	booking	negative
31	"            We booked an Apartment at Hoxton Street London via booking.com. When we arrived at the Apartment, it was in such in a horrible condition and Location. The main security door with a ""PIN"" code was broken and anyone could have entered the building. The Apartment was never cleaned and dirty. So much so, that we left the same night and stayed somewhere else. I made a written complaint to the Hostmaker and booking.com sending them Pictures as proofs.What I got back were apologetic replies. Booking.com even wrote that they have contacted the third Party to reimburse a very small amount back and that within 14 days, I should get it. And if I do not receive it, ""I"" have to contact my bank. Why on earth for should I contact my bank? It just does not make any sense at all.So, 1 month passed by, nothing happened.What I do not understand is this - why promise something when nothing will be done? Is this the ethics of this Company? Just reply and throw the case in the rubbish? Well, there are sites that I can book my future Hotel rooms and Apartments such as Agoda, Expedia, Hotels.com, ebookers etc and etc. I will never ever use their Service again and I will not miss them.        "	                3	1	Thursday	booking	positive
32	            Booked a hotel in NYC through them, and they had no evidence whatsoever of the booking!!! They did not even bother to send me a cancellation letter. At the hotel they said it happens all the time with booking.com.  If you want to travel without hassles, avoid them.        	                5	1	Thursday	booking	neutral
33	            I stupidly booked a hotel for the wrong dates which was a non-refundable booking. It was around £250 so not pocket change. I called booking.com and spoke to someone, asking to either swap the dates to the correct one or cancel the booking (can't remember his name). He called the hotel whilst I was on hold and told me that the owner was out and would call back. He said he would call me back if he heard back from the hotel. He called me back about 2 hours later confirming the hotel could not swap the dates as they were fully booked however they cancelled the booking free of charge. The booking.com agent was very helpful and efficient, I was not expecting a refund so he went above and beyond.        	                2	5	Wednesday	booking	neutral
34	            After raising safety concerns with Booking.com about a guesthouse host who sent threatening messages after I didn't leave a 10/10 review he requested, Booking.com's response (several days later) was that there's nothing they can do. Their client is the guest house, not the traveller, and their customer support is atrocious and without power to do anything but offer generic responses until you lose interest in the matter. This booking system is clearly manipulative and designed to make you book, not designed to help you find the best place to stay, and good luck getting a senior person to respond to and resolve matters - even when guest safety is concerned.        	                1	1	Wednesday	booking	positive
35	            Booked hotel through booking.com because was offered a £15 friend reward. Received booking confirmation email but when we tried to check in at the hotel we were Informed the booking had been cancelled. Contacted customer services they offered no explanation as to why it was cancelled and would not honour the £15 reward. Lucky they had spare rooms or we would have had a wasted journey. Rebooked direct with hotel. Appalling customer service, haven’t replied to further emails from me. I’m guessing they cancelled so they didn’t have to honour the £15 friend rewards. Disgusting underhanded behaviour. Beware!        	                4	1	Tuesday	booking	negative
36	            Firstly, I am a frequent traveller and user of this provider (but no more!!). I booked accommodation with this organisation.  The apartment was advertised, went through paid and on the landing screen then highlighted 'important information'.  The important information that was not apparent whilst booking was you would be required to transfer to the owners bank account £200 security deposit - the cost of my stay was £198 which I had already paid.  I promptly cancelled the booking in less than 4 minutes from booking it.  I was then told that cancelling the booking I was required to pay the £198!  So in the sales process Booking.com misrepresented the contract terms but they then hid behind policy to tell me NO refund.  I contacted their customer services to be told it was their policy.  I got nowhere so I will make it my lifes work to let all my work colleagues, friends etc what a shoddy service this lot provide.  Absolutely appalled        	                5	1	Tuesday	booking	negative
37	            Three times I have complained about a booking at Forbeswood Heights in Manila where they were asking for a deposit for 3500 pesosSpoke twice to two agents Vanessa and Casey and both said they were going to sort it and get back to me! Nothing happened so I complained on their site and still nothing has happened!It is time this was sorted or I will never use them again!        	                13	1	Tuesday	booking	negative
38	            Please stay away from these con men, they wouldn’t rearrange a hotel booking for me after I told them about my terminally ill 5 year old nephew had days to live, we are totally in shock please please keep away from them.        	                2	1	Tuesday	booking	neutral
39	            Never ever again! Worst customer service ever when I needed help. The apartment I booked was not as described and booking com would not assist me at all and tried to make me feel like it was my problem. There is another company starting with A which is much better for when something goes wrong and there prices are more competitive despite having a “genius” status! Scam!        	                1	1	Tuesday	booking	positive
40	            Long story short, don't expect any support from Booking.com if something goes wrong on your booking, they will send you an automatic answer re-directing to the hotel. I ask myself, why should I book a room through booking if there is no support at all?The right thing to do is to check the best prices in booking.com and then book straight with the hotel, do not use Booking.com, it's a scam.Now my story:Two months ago I have booked a room through booking.com and booking charged me immediately 80 euros for the booking. When I arrived at the hotel I mentioned that the room was already paid. The receptionist rejected and made me pay again for the room. Without alternative and being in a foreign country I had no alternative other than pay again.Since then I have been struggling to have an answer from Booking.com. They keep asking me for detailed such as the booking number and pin and hotel name as if they don't have access to all this information. Basically, booking.com re-directs you to the hotel and does nothing. No answers for weeks both from the hotel and booking.com. I ask myself: it's a great business, they get a commission on every booking and if something goes wrong it's your problem.Booking.com is rubbish.        	                1	1	Tuesday	booking	negative
41	            Problems with Booking.com two days in a row at two different locations. Today I received a cancellation from Booking.com a few hours before I arrived at my hotel in Rome - with the message that my credit card could not be verified. Arriving at the hotel, which in the meantime was fully booked, I found out that they contacted Booking.com yesterday regarding the credit card issue. But did I hear anything from Booking.com? Not at all! They simply just cancelled my booking without any further notice. It resulted in a 20 euro more expensive night at another hotel. I will definitely find another way to book future accomodation.        	                2	1	Tuesday	booking	neutral
42	            I recently stayed in York, booked through booking.com.The b&amp;b (diamond villas york) was rated 3* but in my opinion was more like a 1*.For £277.74 we were placed on the 3rd floor, no ensuite, shared toilet (No hand wash faciliteis) and shower room (tiny). Nowhere to hang/store clothes, tv didn't work, door to toilet kept me awake when others went in. Also we were room only for this money.        	                2	4	Tuesday	booking	positive
43	            The rewards programme is a scam. Will not use booking.com again.        	                4	1	Tuesday	booking	neutral
44	"            their program ""Refer a friend"" (""Presentaci un amico"" for Italian customers is a fraud).the Italian Customer Service is very rude, soon they will receive a legal procedure by me. bye booking, never again with you        "	                1	1	Monday	booking	neutral
45	            Everything Okay        	                2	3	Monday	booking	neutral
46	            I am a genius member of booking.com and so far, I am satisfied with their customer service and they're quite helpful when I call them to contact the accommodations I booked with them. Thence, I like them because I always have a discount of 10% and at the same time they help me when I ask I want an early check in and late check out.        	                14	5	Monday	booking	positive
47	            Worst customer relation. Cheating customers and stealing money        	                1	1	Monday	booking	negative
48	            Absolute appalling service  once this company has had your money they simply don’t want to know booked dream hotel in Malay Asia  only to arrive to hotel that was a building site constant drilling hacking all day long contacted booking com with photos n videos of bulking work asked to be moved told bluntly wasn’t there fault and they washed their hands of us basically never even tried to help or solve problem will never use this company again one very unhappy ex customer        	                2	1	Monday	booking	negative
49	            I have been stayed Sunder Palace Guest House in Jaipur, India  with my friends. The room is clean and nice interior design of each room. Moreover, hotel staff have a great service mind. Their service is very good. If you would like to visit Jaipur, please chose this hotel for your vacation. I ensure that you will impressed with hotel same as me and my friends.        	                1	5	Monday	booking	positive
50	            This is to share my experience with booking.com recent experience. Anyone going to Cyprus and looking for apartment please avoid Luxury Holiday Suite Larnaka. This place is either a scam and reviews too or 3 of us were very unfortunate not to be able to find it. Arrived at the stated location at 1pm and were looking for the place for 3 hours and also with the help of locals and Google maps and we couldn't find it. But worse of that the phone number of owner was not reachable. After 3 hours called booking.com and took maybe 20 mins to get through to speak to someone. After explaining the situation they said they will check themselves and haven't came back to me. So after an hour same procedure and same out come. And another hour passed and same outcome and it was around 8:30 pm when they offered alternative apartment which was an embarrassment to even settle any people in it so I refused. Luckily I've turned out of desperation to Airbnb - quickly signed up with them and by 9:30 pm we were in a lovely apartment. This is £230 booking.com will never see! I've just checked and I've been using booking for more than 10 years both for business and for leisure. And this was the last time I use them!        	                3	1	Sunday	booking	negative
51	            never using booking.com again, booked a villa with them &amp; told final cost would be £994, transferred money with bank transfer as instructed &amp; then told by villa we still owe them 44.91 euro, 43.91 euros I'm assuming was there exchange rate but if I paid in euros would have only been a difference of 5 euro. the other 15 euro was the rental company's bank charges which we by European law do not pay as from 13/1/18. contacted booking.com &amp; their advice was to pay the extra in case we lose the villa, they are not interested.....be careful what booking.com tell you your final cost may not be your final cost then wash their hands of you.        	                3	1	Sunday	booking	negative
52	            I went to Italy , booked a Hotel through booking.com and they took 60 euros more than was the price and this shi**y booking .com site let them get away with it now i booked in lisbon and they stole an extra 112 euros and booking.com scum want me to give my card details to the ars* who stole it . avoid this scam site booking.com like all germans effing crooks . colin bowen        	                1	1	Sunday	booking	negative
53	"            Made a booking through Booking.com. in the center of Milano. When we arrived Saturday in Milano, there was NO hotel - The ""hotel"" was apparently all fake. The suite we booked, through Booking.com didn't even exist. We called Booking for help, and fairly quick they booked a new hotel for us. A hotel 15 km outside of Milano in a small town. Fair enough. Not great though. It did cost us 50 euros to get there.When we arrived at this new hotel, we had to pay AGAIN. Another 175 euros. So this booking adventure has now doubled our expenses. We would LIKE Booking to contact us again, so they can refund their mistake. But we havn´t heard from them for a week now. If booking don´t give us back what is ours I will never, ever recommend booking to anyone I know. We need to feel secure, when we use their site..        "	                3	1	Sunday	booking	neutral
54	            Disgusting customer service and unethical charging credit card practice.Booking.com charged me for a booking basic reservation, and then the hotel charged me directly with my credit card on file.The reservation effectively has been charged twice and booking.com is not providing a refund, THIS IS THEFT.When asked to speak with a  manager or supervisor, I was told that because I received a basic rate, then I am not entitled to speak with anyone at a higher level.I will not book with this company ever again.        	                3	1	Sunday	booking	negative
55	            Ruined my parents Ruby Anniversary, took money for an executive room with river view however did not deliver, they were given a dirty room with no view.  There was then countless disappointments following this which they will not take any responsibility for. After a string of very long telephone calls to complain , finally got a small amount back for room overcharge which despite being basic entitlement, they claim this is compensation.  They refused to acknowledge ALL the other upset and issues experienced, just replying to say there will be no further correspondence from them when you try to address these. Terrible company        	                2	1	Sunday	booking	negative
56	"            Ive used booking.com a few times and found them to be OK..Recently however, I tried to cancel a hotel booking due to medical circumstances, which meant i couldnt make the intended trip at fairly short noticeI informed Booking.com 36 hours ahead of check-in and they emailed me to say that they would contact the hotel and see whether they would be willing to forego all/part of the fee I heard nothing back so telephoned them after the booking date. They told me that the hotel had refused to accommodate my request and I would be charged the whole feeI called the hotel directly who told me that they had received no communications from booking.com either to notify them of my intended cancellation (so I was marked as a ""no show""), nor of my subsequent communication requesting an update.  They offered to cancel all fees and identified that booking.com regularly fails to communicate with them in such casesI will book directly in future and cancel my booking.com membership        "	                6	1	Saturday	booking	negative
57	"            We've used booking.com for years and never had any issues with them. Bookings have been made, accommodation has been fine and we've never had to complain about anything.As we've just discovered first hand, the measure of a company is how they behave and act when things go badly. In this respect, booking.com have failed on every possible level.We recently booked a non-smoking apartment in Leicester. It was not cheap (£110 a night) but not priced at the premium end of the market either. When we arrived, it soon became apparent that a) the place was filthy and b) it stank of stale cigarette smoke. There were cigarette burns all over the carpets.The place was also insecure; the ground floor bedroom's external doors opened onto a public facing garden, but it could not be locked. Main thing though was that  I could not stay there under any circs as I'm asthmatic and cigarette smoke is about the worst thing in the world for my chest.We contacted both the owner and booking.com to complain. When the owner initially appeared unsympathetic to our messages, we asked booking.com to find us alternative accommodation. They refused to do anything whatsoever and simply asked us to take pictures (of stale cigarette smoke?!) and file a complaint upon our return, whereupon they'd consider ""compensation"".The owner phoned us after a while and - in a remarkable change of tack - promised us a full refund! So, we booked somewhere else confident we'd not be out of pocket.Upon our return, the owner changed his mind, denied ever offering the full refund and offered us £30 instead. We sent booking.com their requested complaint and a mass of pictures showing cigarette burns and poor cleanliness and in response they did - nothing. Several emails later, they dug their heels in and repeatedly denied all responsibility. They said our claim was with the owner, not them.So we're now pursing a paypal claim to try and get a refund. We're not under any misapprehensions about how that's going to turn out, so know we'll ultimately be faced with taking the owner to the small claims court to get out money back.Morale of the story? If you're happy in the knowledge that booking.com will offer you no backup or assistance if things go wrong with your stay, then keep using them.If, like us, you believe that a booking agent should be accountable for the accuracy of information on their website, the quality of the accommodation they offer and ultimately the honesty and integrity of the landlords who's properties they promote, then don't go within a country mile of this company....and if you do, don't be surprised when you're left high, dry, out of pocket and disappointed.        "	                19	1	Saturday	booking	negative
58	            I'm an Italian journalist working for Italian television. Soon I'll show to Italians how sucks booking.com and his Italian Customer Service department.        	                1	1	Thursday	booking	neutral
59	            Disgusting site. They left me stranded in the middle of Birmingham city centre at 00:20. I had my partner with me she was very ill at this point. Booking.coms system messed up and left us high and dry ??  I’m hopefully taking this to court I have money to fight them. Their disgusting and no I totally refuse to use their site. I also urge  anyone else to bin them. You’ll get your fingers burned like minAll the best 👍        	                2	1	Thursday	booking	negative
60	            Booking.com is just terrible as soon as you get issues with a hotel: we had last year a cancellation without any notice - everything nearby was booked out - so we had to sleep in a car!!! Booking.com offered a compensation. After 6 months I stopped calling them to ask for that. Shame on You!Today, same issue - hotel does not accept credit cards even it's written in the payment terms. Booking.com offered to clarify and find a new place...nothing happens.Very poor service. Never again. There are enough alternatives!        	                1	1	Thursday	booking	negative
61	            We had huge safety &amp; hygiene issues with a hostel booked via booking.com (it was in fact unfit for humans - especially so considering 3 young children were involved). I contacted booking.com customer services which were dismissive, unsympathetic and in short, appalling. They refused to do anything without any photographic evidence - which is unreasonable as I wouldn't have photographic evidence of a stranger (turned out to be a staff member, but didn't identify himself as so) barging into our room when we were going to sleep &amp; asking to place another stranger in a room with our children (seriously?!) So no - photographic evidence is a silly &amp; unreasonable request under such circumstances! There were many other issues with the particular hostel also where photographic evidence would not have been possible. I have been left dumbfounded by their lack of customer service. I will NOT BE USING booking.com in future &amp; I will be urging others to do the same. How on earth can booking.com still be trading?!?!?!        	                4	1	Thursday	booking	negative
62	            If there was a way I could rate this website with no stars I would!!!!Dispite the listing saying the property managed all payments, booking.com decided to try and take the room cost 2 days before the due checking in date and as they were not able to take the payment (durrrr) they cancelled my booking. Not impressed at all!!!Needless to say I’m a disabled person and this is not what I needed a day before my stay!!!        	                3	1	Thursday	booking	negative
