	review_contents	review_numbers	review_scores	review_weekdays	company_name	sentiment_compound
10	            I booked a hotel stay through Expedia and purchased the travel insurance.  When I forced to cancel my travel plans, AIG the insurance group that sold me the plan through Expedia's website, refused to reimburse my travel expenses because they did not think my reason was sufficient.  While I recognize that AIG is a 3rd party group, it is being represented through Expedia.  I will not be using Expedia ever again.        	                1	1	Sunday	expedia	negative
11	            I searched multiple ways, spending many hours to get high end accommodations at several locations in southern CA on recent road trip finding online listings advertising dog-friendly rooms. Most of the time the hotels as well as TripAdvisor directed us to Expedia to book the hotels we'd selected. Each time, 5 out of 5 reservations within a 2-week period, Expedia told us that the hotel was NOT pet friendly despite the online advertising, and they directed us to less satisfactory properties. Only when we spoke directly with the del Coronado Hotel did we get properly accommodated.        	                1	2	Saturday	expedia	neutral
12	"            I tried to make a reservation with a hotel in Dallas. I thought I was talking to the hotel, but instead, I was talking to an Expedia agent. I bought a ""non-refundable"" package for four nights. A day later the plans changed. I could not get a refund or change the date without losing the total amount. I could understand if it was two days before the arrival date, but it was a month away and it was only two days after the original booking. I will NEVER deal with Expedia again for any reason. I advise you not to do so either.        "	                1	1	Saturday	expedia	positive
13	            I went to Japan and booked with Expedia.  I landed in Tokyo where I was to catch a flight to Osaka.  The flight had been cancelled due to weather.  Expedia was most unhelpful.  I ended up taking a train for over $200.  Expedia refunded me $32 when the cheapest flight was over $200.  I suspect that they deducted fees and $32 was all that was left.  Dealing with customer service was painful.  All responses were generic and always written as though it was the last word.  There was no attempt to resolve the problem or help me find a solution.  I will never use this company again.        	                1	1	Friday	expedia	negative
14	            Worst customer service ever. Booked a flight Fukuoka to Incheon. Missed my flight due to traffic at the parking lot. Yes I said that. japan is the most efficient country in the world and the parking was backed up. I dropped my fiancé to check in and I was trying to park and missed my flight. Any how, I called Expedia to get the next flight. Of course I knew I was going to sit on hold a long time. I told them I know there is a penalty. Check get me on the next flight. Finally after 55 minutes of holding and paying $1.00 a minute they tell me the airline canceled both my departing and return flight due to weather.  The weather was perfect in japan and sought Korea! They said we can’t call today November 22 approx 1200 noon because the office is closed. I laughed and said the Asiana corporate office is in South Korea same time zone as me. Then the poor customer service lady is like I’m sorry I can call you tomorrow about your refund. I can book you another flight though. I said why would the airline cancel the flights they have been paid already. No answer, I thought she hung up. Then I say hello! She says I’m sorry I don’t know why. I said you had to say something to them to make them cancel the flight. What did you say? No comment. I asked again. I said you could have put them on hold and told me about the cancel fee like I already knew and got me a one way ticket since I had return tickets paid for!  You answered for me! That’s not right I said. Expedia wants to hold my refund I said and book me another flight. How many people have you done this to? Earliest flight they could offer me was 8pm. Ridiculous. I said I will just book with Jin Air at the airport. Which I did for 1440 departure and $100+ cheaper than what Expedia was trying to do. They lost a customer for sure! Btw. I went to the Asiana desk since I was right next to them when I was on the phone with Expedia. They said we can’t cancel a flight that has been paid for. Expedia canceled it. They showed me the computer screen. Sure enough Expedia requested them to cancel it. Expedia said eventually after persisting that it was canceled due to excessive fees for no show. Which was a lie because me fiancé had already checked in for our flight. So it was not a no show. Expedia canceled it and wouldn’t admit it. I told the the rep that I know you are trying to help me but Expedia’s policies are getting in the way. She said nothing because she knew I was right. I told her she could call me tomorrow about my refund but I will be in Seoul and can’t answer the phone. I’m currently on my short vacation I’m Seoul and Expedia didn’t even send me an email saying sorry for anything! What a joke of a company. I told the rep I’m going to spread the word to every veteran, active duty, and DOD employee I know about what happened to me and not to use this crap company!  V/rAlex S...        	                1	1	Friday	expedia	negative
15	            I have always used Expedia and have never had an issue, I can see a lot of people giving Expedia 1 star as they wouldn't amend their holiday, but this is clearly explained in terms and conditions that you are TOLD about when you book.The customer service team may be a bit pushy, which is why I always book online, but I have never found a cheaper deal than Expedia.        	                12	5	Friday	expedia	neutral
16	            Please do not use Expedia. They Are running a scam and ripping people off. I made a hotel reservation on Expedia.  The Hotel provided me  with a copy of my receipt upon checkout. The hotel actually charged less than what Expedia charged me. But I contacted Expedia to find out about a refund on the overcharge, they were not interested in a refund. All they wanted to know was where I got a copy of the receipt.   Apparently they advertise they have the lowest hotel rates, but you would be better off contacting the hotel personally yourself for a cheaper rate.    I spent 45 minutes on a chat with a customer service representative and to supervisors and got nowhere. They have no customer service. They don’t appreciate their customers. Please go somewhere else for your travel needs.        	                1	1	Tuesday	expedia	positive
17	            They purposely alter your scheduled date so you are forced to pay a cancellation fee. I doubled checked THREE TIMES that I had the correct date, then the confirmation email says the wrong date. I called them 10 seconds after booking and they said they couldn't fix the error. They said they would try to contact the hotel to see of they could accommodate the date I actually wanted. I sat on hold for a bit before telling me they couldn't get through. I called the hotel myself and immediately got through.. The concierge was befuddled as to why Expedia would have any issues getting through. He then said he would alter the dates for me and give Expedia a call. Expedia calls me back and says that they can not accommodate my request and needed to pay a cancellation fee. I told them the hotel literally just corrected the error and its just a matter of adjusting the date on their end. They said they would call the hotel, I go on hold again. They return to say that the hotel in question doesn't have my edited reservation and that I need to pay a cancelation fee. I call the hotel AGAIN. He confirms again that, yes, my reservation has been reset for the correct date. Expedia then says the rates changed, so I need to pay more. I told them that the hotel confirmed to me that the rates did NOT change. Then Expedia tells me I need to pay a processing fee!! This company is just blandly screwing their customers. Then they offered me $50 off my next purchase with Expedia, but it can't be used for this purchase. Lol, what? Why?  Just kidding, we all know why. Expedia is a scamming garbage company. Scam.        	                1	1	Tuesday	expedia	negative
18	            I am finished with these scammers. All good if you don’t have to change your plans. If you do.....you are screwed. Totally inept staff in follow up and booking. I have used EXPEDIA for over 10 years. No more. Doesn’t make sense. I employed anyone who wants to hold on to their hard earned money. Use the sight to search. Book your reservations with the Airline, Hotel, Car Rental agency direct. It’s only a matter of time that you will be screwed!!!!!        	                1	1	Monday	expedia	negative
19	            I made reservations for my children to come visit me during Christmas. When I booked their return flight, I clicked one that got them back home at 11:21 PM. There was no proofing option before you finalize. It just booked the tickets and ended up changing the return flight to one that gets in at 1:43 am the next day.When I emailed my concern to Expedia, they responded: “Based on research, no error was found on our site and reservation was booked based on preferences selected. Therefore, Expedia regrets to inform you that your exchange request without any fee has been denied.” When I challenged this response and requested screen shots of my clicks to support their position Expedia said “We have seen that our specialized team already conducted an investigation on your case and they found no error on our website and the booking was processed based on your preferences. Therefore, your request has been denied.”Quite the “bait and switch” scam…. I’ll never use Expedia again.        	                1	1	Thursday	expedia	negative
20	            I've had pretty good luck with Expedia so far! I've booked roughly 4 trips with them and they have all gone off without a hitch. All hotels had my reservation, car rentals gave upgrades and airlines had no issues with reservations! I would recommend them!        	                3	5	Thursday	expedia	positive
21	            They are better than a lot of other shady travel agencies online. I have used them for booking tickets at least about 3 times. They give you 24 hours to cancel once you book you tickets.        	                5	4	Thursday	expedia	neutral
22	            Poor customer service and scammers. I made the reservation of a car to use in the Dominican Republic and they offered me an insurance that that country does not exist. They charged me the insurance and I could not use it. When I make the claim, they send me a form where I have to give information about a crash that I did not have because the service does not use it. No one knows how to solve my problem, which is very simple ... That they give me back the money they charged me for a service they did not give me.Pésimo servicio al cliente y estafadores.  Realicé la reserva de un carro para usar en la Republica Dominicana y me ofrecieron un seguro que ese país no existe. Me cobraron el seguro y no pude usarlo. Cuando hago el reclamo, me envían un formulario en donde debo poner informaciones de un choque que no tuve porque el servicio no lo use.  Nadie sabe solucionar mi inconveniente que es muy sencillo... Que me devuelvan el dinero que me cobraron por un servicio que no me dieron.        	                2	1	Wednesday	expedia	negative
23	            Worst of the Worst!Be careful when booking air-travel with them.  Make sure to confirm with the airline you are selecting regarding baggage fees, prior to your purchase.  You might think you are getting a good deal, until you get to the airport and are surprised with a $150 US dollar baggage fee from the airline for your first bag.Expedia does not disclose baggage fees prior to purchasing your airfare. Air Europa has a baggage fee of $100-$150 US dollars for first bag, and you do not know until you get to the airport.  The only choice you have when you get to the airport if you do not have the money, is either leave your baggage, or lose your flight!  I had to call my daughter to go online and pay for the baggage online $100, at the airport they charge $150 US dollars!  Horrible service from both !        	                1	1	Wednesday	expedia	negative
24	            the online service is pretty useless, and the price is not competitive than other websites. most of all, the website is quite slow.        	                3	3	Wednesday	expedia	neutral
25	            I have used Expedia for about 15 years. I am super angry right now. I called on Sept 11 to cancel a refundable flight. The rep said that I would be refunded within 8 weeks. At 7 weeks I contacted Expedia because that seems like a long time to wait for a refund. They would not speak to me. On Nov 6, exactly 8 weeks, I contacted Expedia again and they said they would look into the matter. I was assured that the refund was processed on Nov 7, which means s%$# to me because it really should have been processed Sept 11. Today I got an email stating that they were to busy to deal with my issue in a timely manor. HELLO, this billion dollar company can't be bothered with me.  I will never use Expedia again and I will tell everyone I know not to use them. Honestly, these days Kayak has much better flights and I've been using Airbnb so I don't need Expedia. Although it would be nice to get back the $856 they owe me.        	                1	1	Wednesday	expedia	positive
26	            Five days in Jerusalem for eight persons. Prepaid nine month in advance. No rooms, hotel have no booking. when we arrived. Accommodation on another hotel, shared rooms and divided in two hotels. After this terrible stay, we where after long correspondence offered 2.5% refund. Short notice and only FAX if we would accept this awful offer. NEVER again this greedy company.        	                1	1	Tuesday	expedia	negative
27	            Really bad service, waited 2 hours get hung up on .problem is simple. One flight change.. i will never book here again.        	                1	1	Tuesday	expedia	negative
28	            Expedia would not change my flight (due to medical emergency) until three days after my requested date, stating I had a “package deal” with Delta (which I didn’t) and they could not book for the next day. I asked if I should call Delta directly and they insisted I shouldn’t... stating I would be directed back to Expedia. I called a Delta anyway and they were so helpful and accommodating to my needs! Never using Expedia again. Definitely flying Delta in the future,        	                1	1	Friday	expedia	positive
29	"            We booked a package of Flights+hotel for 26 nights including breakfast in Cambodia 1st-27th November 2018.On 2nd November,We arrived there only to find that the hotel we booked and paid was not in business any more. It was sold and demolished.We checked into another hotel. It was so hard for us as this one did not have a restaurant as the one we booked. We tried to contact Expedia from Facebook, they insisted that we had to have a phone number for them to call us before they can assist us with anything.Eventually we found a gentleman who let us to use his phone. Expedia put us on hold forever and did not provide any help. Every one hour, the phone would cut off, due to international call, I guess. And nobody called us any more. We waited for another half an hour and had to give up.We were so disappointed and frustrated and we just wanted to come back to Australia. Eventually there was someone provided the information to change our air flights to come back to Australia the next day, but said that we had to pay to change the flights. We rejected. They still insisted that we have to have a phone number for them to call us before they can assist us with anything.On the 3rd,We had to go back to the capital city and check into another hotel to get a Cambodian sim card for Expedia to call us. Luckily they changed the flights for us to come back the next day. Expedia paid the extra to change the flights. And gave us the refund for the hotel.On the 4th, we took the plane and arrived to Australia the following day. Yesterday 7th November, we asked for a full refund from Expedia including the flights. Expedia denied us. They said that was because they paid big money to change the flights for us to return home early.Most of the so called supervisors speak so called English that we could hardly understand. And they put you on hold forever without any music. Like one of them said: ""It's all about dollars!"" I think that is Expedia's attitude, All about dollars, not service.Up to now, the hotel is still on Expedia's website.        "	                1	1	Wednesday	expedia	negative
30	            pls, avoid booking the hotel from this platform as they have unverified accommodation provider which are really crap and cheap places where you might end up.so don't get fooled by advertised pictures as they might not be the true representation of the place as that's what happened in our case. we booked 3 nights accommodation in London when we reached the place it was a real shithole. still waiting for my security deposit to be refunded must be avoided.        	                4	1	Wednesday	expedia	negative
31	            This company promise cashback through topcashback which overall makes them cheaper but then say you didnt access through topcashback refuse your claim sovare then more expensive, will be using Booking.com and skyscanner in future.        	                8	1	Tuesday	expedia	neutral
32	            We booked a 5-nights` stay for 8 persons in single rooms on January 25th, 2018 at a hotel in Jerusalem via expedia.com and the reservation was fully confirmed and also paid for at the time. On arrival (October 23rd, 2018) the hotel did not know about us, as the reservation had not gone through. Thus we were shipped from hotel to hotel, hardly ever stayed at the same, had to share rooms and pack up most mornings, not knowing where the next night was to be spent. This caused enormous stress and totally ruined our holiday. Elderly people in the group could not go for midday rests--as they did not have any rooms and several participants simply just wanted to go home from a holiday they had been looking forward to for a very long time. On return we contacted expedia.com who tried to put the blame on the hotel and deny their own responsibility in ruining a precious tour. Their present strategy is to completely ignore all the emails we send to them. This is not professional conduct, it is stealing people`s money and running away from responsibility etc., so I thoroughly warn against such an unthrustworthy firm.        	                2	1	Tuesday	expedia	negative
33	            Turned up and hotel fully booked despite me booking on expedia earlier in the day, was put into accomodation of same quality and given partial refund. thumbs up from me...        	                1	5	Sunday	expedia	neutral
34	            Booked a hotel through Expedia then needed to move the date to a week earlier. Called the hotel who said I needed to speak to Expedia as they could not change it. Spoke to Expedia and they needed to speak to the hotel before they could change it. Asked about cancellation even though nothing had been paid and there was 9 months before the stay at the hotel and they will only refund 50%. They called the hotel but could not call me back for 24 hours. Overall the experience was painful and I will not use them again.        	                18	1	Sunday	expedia	negative
35	"            I booked a flight through your agency in August. I now have an issue with a family member and am unable to make the flight. I went to my email confirmation and I clicked a link to the site where I had an option to Change or Cancel my flight, it then led me to another page where I had a message that Expedia does not charge a cancellation or change fee. I called the helpline number provided and I got an AVR where I entered my itinerary number and I was given the option of cancellation and to hang up. I noticed the status of my flight had not changed so I called customer support and spoke with 3 different people who did not provide any help. They told me that they follow the guidelines of the airline company that I booked but I was explaining that it was YOUR site that caused the confusion as it gave me the option of change or cancellation which is should not have if this was the case. I spoke with Stormy from the Las Vegas Corporate office who was extremely unhelpful, condescending and rude. I explained I had a medical issue with my sister who had no one and there was no sympathy and it was as if I was talking to the AVR again. She offered no solution and had the worst attitude and just sounded emotionless and unhelpful. The previous representative I spoke with even took the time to call Austrian airlines to find me a solution and when she passed me to her so-called ""manager"", I felt like I was passed to the first tier again. There was no solution provided by Stormy, nor a follow-up, I felt like I was being pushed off the phone. I wasted 2 hours on a call to get absolutely no where and I felt horrible afterwards, if this is the kind of support given to people going through issues I will never use or promote your company to anyone.        "	                1	1	Sunday	expedia	negative
36	            Customer service is never helpful. I have tried Expedia twice and every time I contacted customer service, they were very rude, curt and condescending. The site is not transparent and does not break down all taxes and 'fees' in your itinerary/receipt. One particular incident - I simply asked for the breakdown of the huge amount for taxes/fees when my airplane ticket was less than half of the tax/fee amount, and she was already arguing and repeatedly told me 'you should've known when you booked it! its on your receipt and your itinerary!' over and over. How was that supposed to help me? When she resent the receipt, the breakdown of costs was still was not on there and that was when I was unhappy with her curtness and arrogance, and asked if she had even looked through the receipt and itinerary before sending. She could not provide any clear answers and told me to contact the airlines. If I am booking through Expedia, should you not be more helpful, thorough or transparent? She also told me to check my banking company about the taxes/fee amount even though my banking company has nothing to do with Expedia's taxes or fees !!!This particular woman is named Nadine from Cairo, Egypt's office.        	                1	1	Saturday	expedia	negative
37	            We had booked a condo in Mammoth Lakes, CA for the last two weeks in September.  We received our confirmation and thought all was well.  Imagine our surprise and disappointment when we arrived and found we did not have a reservation.  When we contacted Expedia they said that the condo was cancelled because our credit card denied payment.  No word from Expedia or the credit card company that there was a problem.  My credit card company could not explain as I have an excellent payment history and pay on time.  So I will not be using Expedia again as I cannot depend on them to make the booking.  Fortunately for us the Viewpoint Condos provided us a wonderful condo and saved us $300!        	                3	1	Friday	expedia	positive
38	            Quick to refund but arrived at hotel this morning and no room available. Shambles..        	                4	3	Friday	expedia	neutral
39	"            Zero stars would be the choice. I do not believe the following is an Expedia-specific problem or issue, but more probably equally applies to many if not all travel bookings resellers.  Expedia accepted a hotel booking for travel to a college town on Parents Weekend, and also a home football weekend.  The room was listed as available to book, so I did so.  I also prepaid, a half year in advance, not to take a chance on any misunderstanding or snafu given the business of the weekend in question, locally.  At the time of booking, I had plenty of hotel choices (I booked at a major chain), room choices, and choices in terms of how I booked.  Expedia had been my go-to for many such trips and I had not previously felt poorly served.  I had months, and then weeks, before the weekend in question.  I had read accounts in the Parents' Facebook group for the school in quesiton, of how certain local hotels had overbooked their rooms.  I was neither concerned nor deterred because the Expedia web site (and phone app) showed my booking as confirmed and paid.  That is, until I received an email from Expedia a mere five days before my trip, telling me that the hotel had cancelled my reservation and offering no proximal or reasonable booking option.  Customer Service was unable to help.  Apparently there is fine print in the contract between Expedia and the hotel chain (and probably all hotel chains?), that allows the hotel(s) to rent rooms to its own clients for a more premium price, regardless of whether or not Expedia (and I believe, any site like it) has made a co-called ""confirmed"" commitment to one of its clients.  In other words, it appears that when you ""book"" through Expedia or any of them, implicit in what the customer thinks is a contract is an ""...unless the hotel can otherwise sell the same room to someone else for more...""  I have been the victim of the latter.  Now unlike some of the online Expedia horror stories, I am getting my prepayment refunded in full.  Of course, I still was left without a reservation (I now have one 25 miles distant).  Expedia (and all web sites of that ilk) have lost me as a customer forever, and I have made it my mantra to use my dubious free time on social media to warn as many people as possible of this deceptive practice, so as to cost them as much business as possible.  It's a sworn civic duty.  So here I am.  Caveat emptor.  Use them as a research tool only.  Then book direct.        "	                2	1	Tuesday	expedia	negative
40	            I've book with Epedia many time, long and short haul flights no issues at all apart from one previously over the phone booking where the agent had got my booking wrong.This time I've book 2 adults and 2 children flight tickets to Singapore, long haul flight with BA, not a budget airline, NOT once during booking it stated there's no baggage allowance with our tickets!!! How ridicules is that?!?!? I'd only found out our tickets does not include bagage allowance at the airport, totally unacceptable, is a long haul flight, if there was warning during order process I would not have purchased these tickets.Totally unacceptable when you're travelling with one senior and 2 children!!!!        	                4	1	Tuesday	expedia	negative
41	"            So I book a hotel stay with Expedia for a hotel in Saipan and pay in advance. The hotel loses power and has no water due to a typhoon striking the island. I communicate with the hotel using Expedia's web site only and have an email , on Expedia messaging tool, saying I can obtain a refund from Expedia since they cannot accomodate my stay. When I contct Expedia as the hotel told me to in order to cancel, they say they are unable to see the emails on their site and cannot provide a refund. Even after sending them a copy of the email on their website, i am told they cannot refund since ""someone"" at the hotel told them i have to arrange other dates...no refund. Bottom line, stay away from Expedia and do not bother using their messaging tool as a way to cover yourself. I am filing dispute with credit card company but have ne er seen such a blatant rip-off of money and I have been traveling for decades.        "	                1	1	Sunday	expedia	neutral
42	            I have been dealing with expedia for 5 years till now, I booked a hotel and flights to many destinations, I canceled a flight within 24 hours and they refunded the full ticket price. i never face a problem with themmy friends used it too and they were happy.        	                1	5	Saturday	expedia	positive
43	            They have canceled my flight/booking but I immediately got a support email that was very helpful and fast to reimburse all my expenses as an outcome of the cancelation. On the contrary, the same thing happened with edreams and that was the worst experience ever as they don't have any kind of support and a few months after I am still not capable to contact them. Anyhow good job Expedia.        	                4	5	Saturday	expedia	positive
44	"            I will never use their services again. Totally screwed from this company. I had been trying to book a flight to St. Louis for Thanksgiving last night. All seemed good until the website says ""Unable to process your transaction, please try later"". Me thinking it maybe was my laptop browser, I used another, still same issue. Today I then used my work computer, still same issue. I must have tried more than 5 times between 2 different credit cards all the while me not knowing that each time I tried to book, this company added a pending on each transaction. Now I have over $1,100 dollars pending between my debit and discover card. I called customer service about the issues and the rep tells me that the reason I wasn't able to book is because the flight I chose was sold out! HOW WAS I SUPPOSED TO KNOW THAT! The website never alerted me of this. The rep then tells me that I can choose another flight. Now my total went from 178.00 to 325.00! I told her no thanks! I told her that this is bad for business and why should I have to pay so much more now when the issue wasn't my fault. She then tells me there is nothing she can do AND that I would have to wait at least 3 day for the pending charges on both my credit cards to revert. What a crock of s**t! Never again. If this is how they treat their customers, I'm finished with them.        "	                1	1	Friday	expedia	positive
45	            Took money despite acknowledging hotel booking had been cancelled and promised refund immediately, 5 days later this has still not been processed. Avoid like the plague.        	                6	1	Friday	expedia	positive
46	"            On October 11, I was informed by Expedia via e-mail that my October 15th reservation had been cancelled because ""Ramada by Wyndham Denver International Airport (99631) has recently informed us they’re unable to accommodate your reservation for your stay.""Despite my reservation being cancelled 1.) in advance and 2.) by the hotel, Expedia decided to charge my debit card for the FULL AMOUNT of the stay - which, once again, DID NOT OCCUR.Upon contacting Expedia's customer service support chat for assistance, I was informed that, because Ramada's hotel management ""have notes that [I] called them and had a bad behavior,"" that the money for my cancelled reservation WOULD NOT be refunded.*I immediately responded ""That doesn't entitle them to keep money for services not rendered."" Requesting definitive clarification on Expedia's position - that I could be charged for not sounding friendly enough over the phone - I asked the following: ""they [Expedia/Ramada] are saying they will keep my money because I was rude to them?"" Expedia's customer service representative, ""Elenilson,"" responded ""that's correct Eric."" I, of course, responded with ""That is NOT legal ... You told me they could not accomodate my reservation, NOT that they could keep my money for rudeness.""I'm presently considering civil litigation against Expedia AND Ramada for punitively witholding my funds as a result of language they found disagreeable. No company may charge a fee for objectionable language. Neither is this action covered by the terms &amp; conditions of my contract to purchase, NOR is it lawful according to the First Amendment to the U.S. Constitution. This began as a lying-about-my-refund issue, but it's turned into a breach-of-Civil-Rights issue - something I FULLY intend to pursue.*NOTE: my unfriendly attitude was a result of Ramada manager ""Arnold's"" claim that Expedia would not allow them to process a refund, contradicting Expedia's earlier claim that Expedia had, in fact, attempted to negotiate a refund for my erroroneous booking directly with Arnold beforehand, on my behalf.        "	                2	1	Friday	expedia	negative
